Time,Event,Poss,EventPoss
0.00621169,1,,1
0.00811238,1,,1
0.01180231,1,,1
0.01209132,1,,1
0.0121978,1,,1
0.01572639,1,,1
0.01715278,1,,1
0.01720579,1,,1
0.01899213,1,,1
0.01902616,1,,1
0.0190375,1,,1
0.01963785,1,,1
0.0214066,1,,1
