Time,Event,Poss,EventPoss
0.00090116,2,,2
0.00094549,2,,2
0.00207975,2,,2
0.00345613,2,,2
0.00397859,2,,2
0.00583102,2,,2
0.00933576,2,,2
0.00968171,2,,2
0.00969144,2,,2
0.01051887,2,,2
0.01125926,2,,2
0.01394479,2,,2
0.01412928,2,,2
0.01917407,2,,2
0.01923403,2,,2
