#,Name,ClipType,Media In,Media Out,Media Duration,NHL Period,Player Participation,GameClockIn,Strength,ScoutedPlayer,NonScoutedPlayer,Win/Loss,Chance?,Shot Location,Zone,FaceOffLRC,Entry Origin,Entry,Successful?,Breakout
341,"GM26 2019-02-01 Colgate at RPI P3, Shot Against 017",Shot Against,00:25:24.19,00:25:38.18,00:00:13.9810000,3,"09 Moore, 12 Zieky, 17 Burgess, 23 Johnson, 24 Reilly, 31 Savory",11:54,Even,,,,blocked,low,,,,,,
342,"GM26 2019-02-01 Colgate at RPI P3, Jewell 013",Jewell,00:25:24.28,00:25:37.36,00:00:13.1300000,3,,,,,,,,,,,,,,
343,"GM26 2019-02-01 Colgate at RPI P3, Breakout 013",Breakout,00:25:45.50,00:25:53.23,00:00:07.5580000,3,"09 Moore, 12 Zieky, 17 Burgess, 23 Johnson, 24 Reilly, 31 Savory",11:40,Even,,,,,,,,,,,dz coverage
344,"GM26 2019-02-01 Colgate at RPI P3, NZ Forecheck 012",NZ Forecheck,00:25:51.18,00:25:59.59,00:00:08.6750000,3,"09 Moore, 12 Zieky, 17 Burgess, 23 Johnson, 24 Reilly, 31 Savory",11:36,Even,,,,,,,,,,,
345,"GM26 2019-02-01 Colgate at RPI P3, RPI Possession 033",RPI Possession,00:25:53.06,00:25:57.06,00:00:04.0040000,3,,11:40,Even,,,,,,,,,,,
346,"GM26 2019-02-01 Colgate at RPI P3, RPI Possession 034",RPI Possession,00:25:53.10,00:25:57.10,00:00:04.0040000,3,,11:40,Even,,,,,,,,,,,
347,"GM26 2019-02-01 Colgate at RPI P3, NZ Offense 003",NZ Offense,00:25:54.00,00:26:06.42,00:00:12.6960000,3,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 23 Johnson, 24 Reilly, 31 Savory",11:34,Even,,,,,,,,,,,
348,"GM26 2019-02-01 Colgate at RPI P3, Entry 009",Entry,00:25:56.07,00:26:06.06,00:00:09.9770000,3,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 24 Reilly, 31 Savory",11:29,Even,,,,,,,,nz,possession,yes,
349,"GM26 2019-02-01 Colgate at RPI P3, Opponent Possession 043",Opponent Possession,00:25:57.43,00:25:58.44,00:00:01.0180000,3,,11:35,Even,,,,,,,,,,,
350,"GM26 2019-02-01 Colgate at RPI P3, Opponent Possession 044",Opponent Possession,00:25:57.47,00:25:58.48,00:00:01.0180000,3,,11:35,Even,,,,,,,,,,,
