#,Name,ClipType,Media In,Media Out,Media Duration,Away Team,NHL Period,Player Participation,GameClockIn,Home Team,ScoutedPlayer,NonScoutedPlayer,Shot Location,Strength,Chance?,Successful?,PKZC Origin,OddManRush,Shot Type,Media Offset,Source Clip Name,Penalty,Penalty Call,Source Index,Play ID,TagAndDistribute00,TagAndDistribute01,TagAndDistribute02,TagAndDistribute03,TagAndDistribute04,TagAndDistribute05,TagAndDistribute06,TagAndDistribute07,TagAndDistribute08,TagAndDistribute09,TagAndDistribute10,TagAndDistribute11,TagAndDistribute12,TagAndDistribute13,TagAndDistribute14,TagAndDistribute15,TagAndDistribute16,TagAndDistribute17,TagAndDistribute18,TagAndDistribute19,Unique Instance ID,cBlank,cBreakouts,cClockSort,cCorsiFor,cCWins,cDumps,cEntryWins,cFOWins,cGameClockSort,cGoals,cPlays,cPossessions,cSaves,cSOGs,cStrength,cWWins,cZoneClearDZ,cZoneClearEntry,cZoneClearFaceOff,cZoneClears,GameId,Appert,Comments ,Comments 4,Comments 5,Comments 6,Comments 7,Comments 8,Comments 9,Graham,Graham Comments,Jewell,Jewell Comments,Lysyj,Player Comments,Red Comments,Smith,Vines,Weber,NHL Away Team,NHL Challenge Initiated By,NHL Challenge IsGoalOverturned,NHL Challenge Reason,NHL Challenge Team,NHL Clock Seconds,NHL Clock Time,NHL Corsi,NHL Emergency Goaltender,NHL Emergency Goaltender Team,NHL Event Distance,NHL Event Side of Ice,NHL Event Strength,NHL Event Type,NHL Event X,NHL Event Y,NHL Event Zone,NHL Faceoff For Shot,NHL Faceoff Loser,NHL Faceoff Losing Team,NHL Faceoff Result,NHL Faceoff Winner,NHL Faceoff Winning Team,NHL Fenwick,NHL Game Code,NHL Game Date,NHL Goal Assist1,NHL Goal Assist2,NHL Goal Scorer,NHL Goalie Scored Against,NHL GoalZone,NHL Home Team,NHL IsAwarded,NHL IsEmptyNet,NHL IsExtraAttacker,NHL IsPenaltyShot,NHL IsShootout,NHL Penalty Duration,NHL Penalty Served By,NHL Penalty Type,NHL Poss Percent Against,NHL Poss Percent For,NHL Primary Team,NHL Primary Team Player,NHL Primary Team Player Hand,NHL Score Differential,NHL Season,NHL Secondary Team,NHL Secondary Team Player,NHL Secondary Team Player Hand,NHL Shift Duration,NHL Shift End,NHL Shift Seconds,NHL Shift Start,NHL Shot Creates Rebound,NHL Shot Miss Creates Shot,NHL Shot Off Faceoff,NHL Shot Off Miss,NHL Shot Off Rebound,NHL Shot Reason,NHL Shot Scoring Weight,NHL Shot Type,NHL Shots Against,NHL Shots For,NHL Shots Total,NHL SNB Against,NHL SNB For,NHL SNB Total,NHL Stop Primary,NHL Stop Secondary,NHL Zone Finish,NHL Zone Start,Player Participation Defense,Player Participation Offense,Away Team Name,Breakout,Chance Type,Defense Team Abrv,Defense Team Name,Defense Team Org,DefensiveTeam,Entry,Entry Origin,Event 1,Event 2,Event 3,Game Date,GameClockDuration,GameClockEnd,GameClockInSecs,GameClockOut,GameClockOutSecs,GameClockStart,GoodTeach,Home Team Name,HomePlayerPresence,ImportClipType,Location,Meeting?,MemberOfTeam,NHLDescription,NonScoutedScore,Offense Team Abrv,Offense Team Name,Offense Team Org,OffensiveTeam,Period,Play Number,Player ,Player Minutes Defensive,Player Minutes Offensive,Player Touches,Player1,Player2,Player3,Player4,Player5,PlayerID,PlayID,Practice Drill,Primary Assist,Quarter,Result,ScoutedScore,ScoutedScoreDif,Secondary Assist,Shift,ShiftEndTime,ShiftStartTime,System,Team,TOIPlayerName,Type,VisitorPlayerPresence,Win/Loss,X Result,Zone,CWL,DZTime,FaceOffLRC,Forehand Backhand,InZoneOrigin,MPM 1a,MPM -1a,MPM 1b,MPM -1b,MPM 1c,MPM -1c,MPM 1d,MPM -1d,MPM 3,MPM -3,MPM 5,MPM -5,NZTime,OZTime,PKZCNext,PKZCNextTime,WWL,GameDate_TOI,OpponentTeam_TOI,Period_TOI,PlayerName_TOI,ScoutedTeam_TOI,ScoutedWinger,ShiftDuration_TOI,ShiftDurationSec_TOI,ShiftEnd_TOI,ShiftEndSec_TOI,ShiftStart_TOI,ShiftStartSec_TOI,Strength_TOI
389,"GM26 2019-02-01 Colgate at RPI P1, SyncPoint 024",SyncPoint,00:15:34.09,00:15:36.09,00:00:02.0020000,,1,,11:19,,,,,Even,,,,,,00:15:34.1510000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,8e2fa566-d0b4-4441-ba9d-64b004251821,,,,,,,,,,,,,,,,,,,,,82cd9096-664d-4b19-ab2c-3ed704a507d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"GM26 2019-02-01 Colgate at RPI P1, Forecheck 010",Forecheck,00:15:34.47,00:15:50.45,00:00:15.9660000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",11:15,,,,,Even,,,,,,00:15:34.7850000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,8dd0093d-0d9e-4be0-9dd6-ee2d5ea86a97,,,,,,,,,,,,,,,,,,,,,a2158007-de95-46d4-8ee4-6ccdb0360e52,,0,675,0,0,0,0,0,675,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,16,,675,11:05,665,,,,,,,,,,1,,,,,,,,,,,,,,,,,8DD0093D-0D9E-4BE0-9DD6-EE2D5EA86A97,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 053",Opponent Possession,00:15:40.22,00:16:02.04,00:00:21.6880000,,1,,11:14,,,,,Even,,,,,,00:15:40.3740000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,1596d8c2-2c39-4257-9548-4af48db0606c,,,,,,,,,,,,,,,,,,,,,b609ec96-0665-44fb-b282-d9a642b6e07a,,0,674,0,0,0,0,0,674,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,674,10:55,655,,,,,,,,,,,,,,,,,,,,,,,,,,,1596D8C2-2C39-4257-9548-4AF48DB0606C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 054",Opponent Possession,00:15:40.26,00:16:02.08,00:00:21.6880000,,1,,11:14,,,,,Even,,,,,,00:15:40.4400000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,5a7d0a0e-db9c-4650-86c4-1af8f3b0eb4b,,,,,,,,,,,,,,,,,,,,,654d4d9b-6985-4d49-8d2f-70b59b6ee6c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,674,10:55,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"GM26 2019-02-01 Colgate at RPI P1, Opponent Breakout 011",Opponent Breakout,00:15:42.47,00:16:00.21,00:00:17.5680000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",11:05,,,,,Even,,,,,,00:15:42.7760000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,62fc2add-9636-44b3-95a9-d65f8d610e34,,,,,,,,,,,,,,,,,,,,,67856421-b71f-4914-a1b5-4bdb4d712e2d,,1,665,0,0,0,0,0,665,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,controlled,,,,,,,,,,,2/1/2019 12:00:00 AM,18,,665,10:54,654,,,,,,,,,,1,,,,,,,,,,,,,,,,,62FC2ADD-9636-44B3-95A9-D65F8D610E34,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,"GM26 2019-02-01 Colgate at RPI P1, Opponent Entry 016",Opponent Entry,00:15:52.32,00:16:02.31,00:00:09.9770000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",10:55,,,,,Even,,no,,,,00:15:52.5360000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,1f02d59c-0a72-4a27-820b-58892a4cd9c4,,,,,,,,,,,,,,,,,,,,,9f2a9940-928a-4fae-8e55-819dcd9535fe,,0,655,0,0,1,0,0,655,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,,,,,,,dump,breakout,,,,2/1/2019 12:00:00 AM,,,655,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1F02D59C-0A72-4A27-820B-58892A4CD9C4,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"GM26 2019-02-01 Colgate at RPI P1, Shot Against 009",Shot Against,00:16:16.44,00:16:30.42,00:00:13.9810000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",10:53,,,,low,Even,blocked,,,,,00:16:16.7270000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,29726143-6bcd-433c-8dd9-3ce504bb0c97,,,,,,,,,,,,,,,,,,,,,081908cc-6335-416a-a772-bc9ccf6e5ff4,,0,653,0,0,0,0,0,653,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,653,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,29726143-6BCD-433C-8DD9-3CE504BB0C97,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,"GM26 2019-02-01 Colgate at RPI P1, TeamShift 037",TeamShift,00:16:25.16,00:16:42.48,00:00:17.5340000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",10:55,,,,,Even,,,,,,00:16:25.2690000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,fd822097-0db0-4f3a-b45e-387e4ac615ac,,,,,,,,,,,,,,,,,,,,,3d33a091-596e-42a3-ad32-a4debd666605,,0,655,0,0,0,0,0,655,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,655,10:37,637,,,,,,,,,,1,,,,,,,,,,,,,,,,,FD822097-0DB0-4F3A-B45E-387E4AC615AC,,,,,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18,0,,,,,,,,,,,,,,,,
397,"GM26 2019-02-01 Colgate at RPI P1, Defensive Zone 014",Defensive Zone,00:16:25.31,00:16:43.14,00:00:17.7180000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",10:52,,,,,Even,,,,,,00:16:25.5190000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,ce493b91-7d73-4035-89e9-a912936d556a,,,,,,,,,,,,,,,,,,,,,527a8def-10c3-4369-af69-9982f4f8f1b3,,0,652,0,0,0,0,0,652,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,16,,652,10:42,642,,,,,,,,,,1,,,,,,,,,,,,,,,,,CE493B91-7D73-4035-89E9-A912936D556A,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"GM26 2019-02-01 Colgate at RPI P1, Faceoff 013",Faceoff,00:16:26.00,00:16:38.59,00:00:12.9800000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",10:55,,19 Linden,21 Penner,,Even,,,,,,00:16:26.0030000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,f52c643d-8971-4291-871f-712ab4aaddee,,,,,,,,,,,,,,,,,,,,,234e2033-427d-4f2e-bda5-5417f2087513,,0,655,0,0,0,0,0,655,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,655,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,F52C643D-8971-4291-871F-712AB4AADDEE,,,,,1,0,,,,,,,,,,loss,,dz,,,right,backhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"GM26 2019-02-01 Colgate at RPI P1, SyncPoint 025",SyncPoint,00:16:26.28,00:16:28.28,00:00:02.0020000,,1,,10:55,,,,,Even,,,,,,00:16:26.4700000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,bfa68985-9ceb-48ef-a1ef-92177fb91943,,,,,,,,,,,,,,,,,,,,,6efa3a29-4624-4a67-8fcf-b96547286b11,,0,655,0,0,0,0,0,655,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFA68985-9CEB-48EF-A1EF-92177FB91943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"GM26 2019-02-01 Colgate at RPI P1, SyncPoint 026",SyncPoint,00:16:26.32,00:16:28.32,00:00:02.0020000,,1,,10:55,,,,,Even,,,,,,00:16:26.5370000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,7d09f118-a76c-4970-93bc-42ae32058fa0,,,,,,,,,,,,,,,,,,,,,bbabe04e-d7de-4cfa-bcfb-29f6246610d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 043",RPI Possession,00:16:31.26,00:16:36.20,00:00:04.8880000,,1,,10:51,,,,,Even,,,,,,00:16:31.4410000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,67e4b655-e537-4e33-a98d-361bfe1a7a65,,,,,,,,,,,,,,,,,,,,,cbe0c7dd-ff4d-4a54-b5c9-104f0c9540e8,,0,651,0,0,0,0,0,651,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,651,10:46,646,,,,,,,,,,,,,,,,,,,,,,,,,,,67E4B655-E537-4E33-A98D-361BFE1A7A65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 044",RPI Possession,00:16:31.30,00:16:36.24,00:00:04.8880000,,1,,10:51,,,,,Even,,,,,,00:16:31.5080000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,bfac0b54-cf55-41da-b6e4-639c2467a60c,,,,,,,,,,,,,,,,,,,,,089fe492-b119-4bbf-82e2-b67856f7a9de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,651,10:46,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"GM26 2019-02-01 Colgate at RPI P1, Breakout 015",Breakout,00:16:35.16,00:16:43.12,00:00:07.9410000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",10:42,,,,,Even,,,,,,00:16:35.2620000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,df70b72b-44ed-471f-a9a4-714d6ee7b150,,,,,,,,,,,,,,,,,,,,,ef1c771e-f865-4f68-935e-850636f84409,,1,642,0,0,0,0,0,642,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 31 Savory, 39 Lacka",,dz coverage,,,,,,,,,,,2/1/2019 12:00:00 AM,8,,642,10:41,641,,,,,,,,,,1,,,,,,,,,,,,,,,,,DF70B72B-44ED-471F-A9A4-714D6EE7B150,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 055",Opponent Possession,00:16:36.60,00:16:40.45,00:00:03.7540000,,1,,10:46,,,,,Even,,,,,,00:16:36.9970000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,6d6f08d0-c5a0-4546-bf5e-3eefbc1f2ef0,,,,,,,,,,,,,,,,,,,,,f20d81d6-2af2-42bc-ab0d-5f39df17987c,,0,646,0,0,0,0,0,646,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,646,10:42,642,,,,,,,,,,,,,,,,,,,,,,,,,,,6D6F08D0-C5A0-4546-BF5E-3EEFBC1F2EF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 056",Opponent Possession,00:16:37.04,00:16:40.49,00:00:03.7540000,,1,,10:46,,,,,Even,,,,,,00:16:37.0640000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,dd30a726-be79-476f-8df9-004969d8034b,,,,,,,,,,,,,,,,,,,,,c1d521ce-2223-4f55-9fd6-04dae54d061b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,646,10:42,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"GM26 2019-02-01 Colgate at RPI P1, Entry 018",Entry,00:16:38.21,00:16:48.19,00:00:09.9770000,,1,"06 Ferner, 11 Leppanen, 19 Linden, 31 Savory, 39 Lacka",10:39,,,,,Even,,no,,,,00:16:38.3480000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,365d927f-8493-444e-aaf9-2c6e02e63993,,,,,,,,,,,,,,,,,,,,,172ac057-aa4c-4e8e-bea6-75cfbf7a29c6,,0,639,0,0,0,0,0,639,0,1,1,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"06 Ferner, 11 Leppanen, 19 Linden, 31 Savory, 39 Lacka",,,,,,,,possession,breakout,,,,2/1/2019 12:00:00 AM,,,639,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,365D927F-8493-444E-AAF9-2C6E02E63993,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 045",RPI Possession,00:16:41.28,00:16:50.51,00:00:09.3760000,,1,,10:41,,,,,Even,,,,,,00:16:41.4680000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,1a96759c-4858-44fb-b15f-e101a32226cc,,,,,,,,,,,,,,,,,,,,,7614e413-0774-484a-9bd1-afedf22b8ae4,,0,641,0,0,0,0,0,641,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,641,10:32,632,,,,,,,,,,,,,,,,,,,,,,,,,,,1A96759C-4858-44FB-B15F-E101A32226CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 046",RPI Possession,00:16:41.32,00:16:50.55,00:00:09.3760000,,1,,10:41,,,,,Even,,,,,,00:16:41.5350000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,01ac1ba2-a82d-4c9c-9d0f-ba2fbedc4eaa,,,,,,,,,,,,,,,,,,,,,08603f9a-eddd-46dc-b365-bf626d1da1e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,641,10:32,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"GM26 2019-02-01 Colgate at RPI P1, TeamShift 038",TeamShift,00:16:42.36,00:16:47.27,00:00:04.8550000,,1,"06 Ferner, 11 Leppanen, 19 Linden, 31 Savory, 39 Lacka",10:37,,,,,Even,,,,,,00:16:42.6030000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,0f8dd3d4-e92f-49f7-83b9-e567bdfc9d9d,,,,,,,,,,,,,,,,,,,,,e4b8014d-a710-4943-a830-e110e68c3f65,,0,637,0,0,0,0,0,637,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"06 Ferner, 11 Leppanen, 19 Linden, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,637,10:33,633,,,,,,,,,,1,,,,,,,,,,,,,,,,,0F8DD3D4-E92F-49F7-83B9-E567BDFC9D9D,,,,,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,
410,"GM26 2019-02-01 Colgate at RPI P1, Jewell 021",Jewell,00:16:45.08,00:16:51.43,00:00:06.5730000,,1,,,,,,,,,,,,,00:16:45.1380000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,5303679d-867c-4a8f-a77b-9530287e97c7,,,,,,,,,,,,,,,,,,,,,bbbfca4f-a2b4-4175-b2dc-9a74782e6690,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,,,,,,,,,,,FC; TEACH 17 STICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303679D-867C-4A8F-A77B-9530287E97C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
