#,Name,ClipType,Media In,Media Out,Media Duration,Away Team,NHL Period,Player Participation,GameClockIn,Home Team,ScoutedPlayer,NonScoutedPlayer,Shot Location,Strength,Chance?,Successful?,PKZC Origin,OddManRush,Shot Type,Media Offset,Source Clip Name,Penalty,Penalty Call,Source Index,Play ID,TagAndDistribute00,TagAndDistribute01,TagAndDistribute02,TagAndDistribute03,TagAndDistribute04,TagAndDistribute05,TagAndDistribute06,TagAndDistribute07,TagAndDistribute08,TagAndDistribute09,TagAndDistribute10,TagAndDistribute11,TagAndDistribute12,TagAndDistribute13,TagAndDistribute14,TagAndDistribute15,TagAndDistribute16,TagAndDistribute17,TagAndDistribute18,TagAndDistribute19,Unique Instance ID,cBlank,cBreakouts,cClockSort,cCorsiFor,cCWins,cDumps,cEntryWins,cFOWins,cGameClockSort,cGoals,cPlays,cPossessions,cSaves,cSOGs,cStrength,cWWins,cZoneClearDZ,cZoneClearEntry,cZoneClearFaceOff,cZoneClears,GameId,Appert,Comments ,Comments 4,Comments 5,Comments 6,Comments 7,Comments 8,Comments 9,Graham,Graham Comments,Jewell,Jewell Comments,Lysyj,Player Comments,Red Comments,Smith,Vines,Weber,NHL Away Team,NHL Challenge Initiated By,NHL Challenge IsGoalOverturned,NHL Challenge Reason,NHL Challenge Team,NHL Clock Seconds,NHL Clock Time,NHL Corsi,NHL Emergency Goaltender,NHL Emergency Goaltender Team,NHL Event Distance,NHL Event Side of Ice,NHL Event Strength,NHL Event Type,NHL Event X,NHL Event Y,NHL Event Zone,NHL Faceoff For Shot,NHL Faceoff Loser,NHL Faceoff Losing Team,NHL Faceoff Result,NHL Faceoff Winner,NHL Faceoff Winning Team,NHL Fenwick,NHL Game Code,NHL Game Date,NHL Goal Assist1,NHL Goal Assist2,NHL Goal Scorer,NHL Goalie Scored Against,NHL GoalZone,NHL Home Team,NHL IsAwarded,NHL IsEmptyNet,NHL IsExtraAttacker,NHL IsPenaltyShot,NHL IsShootout,NHL Penalty Duration,NHL Penalty Served By,NHL Penalty Type,NHL Poss Percent Against,NHL Poss Percent For,NHL Primary Team,NHL Primary Team Player,NHL Primary Team Player Hand,NHL Score Differential,NHL Season,NHL Secondary Team,NHL Secondary Team Player,NHL Secondary Team Player Hand,NHL Shift Duration,NHL Shift End,NHL Shift Seconds,NHL Shift Start,NHL Shot Creates Rebound,NHL Shot Miss Creates Shot,NHL Shot Off Faceoff,NHL Shot Off Miss,NHL Shot Off Rebound,NHL Shot Reason,NHL Shot Scoring Weight,NHL Shot Type,NHL Shots Against,NHL Shots For,NHL Shots Total,NHL SNB Against,NHL SNB For,NHL SNB Total,NHL Stop Primary,NHL Stop Secondary,NHL Zone Finish,NHL Zone Start,Player Participation Defense,Player Participation Offense,Away Team Name,Breakout,Chance Type,Defense Team Abrv,Defense Team Name,Defense Team Org,DefensiveTeam,Entry,Entry Origin,Event 1,Event 2,Event 3,Game Date,GameClockDuration,GameClockEnd,GameClockInSecs,GameClockOut,GameClockOutSecs,GameClockStart,GoodTeach,Home Team Name,HomePlayerPresence,ImportClipType,Location,Meeting?,MemberOfTeam,NHLDescription,NonScoutedScore,Offense Team Abrv,Offense Team Name,Offense Team Org,OffensiveTeam,Period,Play Number,Player ,Player Minutes Defensive,Player Minutes Offensive,Player Touches,Player1,Player2,Player3,Player4,Player5,PlayerID,PlayID,Practice Drill,Primary Assist,Quarter,Result,ScoutedScore,ScoutedScoreDif,Secondary Assist,Shift,ShiftEndTime,ShiftStartTime,System,Team,TOIPlayerName,Type,VisitorPlayerPresence,Win/Loss,X Result,Zone,CWL,DZTime,FaceOffLRC,Forehand Backhand,InZoneOrigin,MPM 1a,MPM -1a,MPM 1b,MPM -1b,MPM 1c,MPM -1c,MPM 1d,MPM -1d,MPM 3,MPM -3,MPM 5,MPM -5,NZTime,OZTime,PKZCNext,PKZCNextTime,WWL,GameDate_TOI,OpponentTeam_TOI,Period_TOI,PlayerName_TOI,ScoutedTeam_TOI,ScoutedWinger,ShiftDuration_TOI,ShiftDurationSec_TOI,ShiftEnd_TOI,ShiftEndSec_TOI,ShiftStart_TOI,ShiftStartSec_TOI,Strength_TOI
139,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 016",RPI Possession,00:05:21.51,00:05:31.31,00:00:09.6600000,,1,,17:07,,,,,Even,,,,,,00:05:21.8550000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,08e61046-da36-4d0a-9f23-b75d056926f0,,,,,,,,,,,,,,,,,,,,,303a5de6-02a2-4500-8636-f3939f7a77c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1027,16:58,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"GM26 2019-02-01 Colgate at RPI P1, Forecheck 004",Forecheck,00:05:22.04,00:05:35.18,00:00:13.2300000,,1,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",17:05,,,,,Even,,,,,,00:05:22.0720000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,9f726098-1de6-4d33-8844-f24e2a25a225,,,,,,,,,,,,,,,,,,,,,a9d3f7e6-3310-4a97-bb9a-95d9da478a33,,0,1025,0,0,0,0,0,1025,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 23 Johnson, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,13,,1025,16:58,1018,,,,,,,,,,0,,,,,,,,,,,,,,,,,9F726098-1DE6-4D33-8844-F24E2A25A225,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"GM26 2019-02-01 Colgate at RPI P1, TeamShift 012",TeamShift,00:05:27.02,00:05:45.42,00:00:18.6690000,,1,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",17:01,,,,,Even,,,,,,00:05:27.0270000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,81cf76e9-69a6-4632-b62f-d5c7c73f3d1c,,,,,,,,,,,,,,,,,,,,,ac57be19-0ca0-45c9-8daf-93a18c4b528f,,0,1021,0,0,0,0,0,1021,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1021,16:42,1002,,,,,,,,,,0,,,,,,,,,,,,,,,,,81CF76E9-69A6-4632-B62F-D5C7C73F3D1C,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,19,0,,,,,,,,,,,,,,,,
142,"GM26 2019-02-01 Colgate at RPI P1, Opponent Breakout 005",Opponent Breakout,00:05:27.20,00:05:35.06,00:00:07.7740000,,1,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",16:58,,,,,Even,,,,,,00:05:27.3270000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,2d9f0be0-6a22-4b62-ae54-79cc1616a862,,,,,,,,,,,,,,,,,,,,,b0d376c5-3c4e-4953-b383-ba1a45f51064,,1,1018,0,0,0,0,0,1018,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",,forecheck,,,,,,,,,,,2/1/2019 12:00:00 AM,8,,1018,16:57,1017,,,,,,,,,,0,,,,,,,,,,,,,,,,,2D9F0BE0-6A22-4B62-AE54-79CC1616A862,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"GM26 2019-02-01 Colgate at RPI P1, Shift_TOI 023",Shift_TOI,00:05:27.30,00:06:57.55,00:01:30.4240000,,1,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",17:00,,27 Bear,,,Even,,,,,,00:05:27.4940000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,b16fa9d8-84d2-499d-86b5-34ca8ccd87fd,,,,,,,,,,,,,,,,,,,,,54ef0437-ab89-4a5c-aa7c-ed479ec1b7d1,,0,1020,0,0,0,0,0,1020,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1020,15:54,954,,,,,,,,,,0,,,,,,,,,,,,,,,,,B16FA9D8-84D2-499D-86B5-34CA8CCD87FD,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,66,0,,,,,,,,,,,,,,,,
144,"GM26 2019-02-01 Colgate at RPI P1, Opponent Entry 005",Opponent Entry,00:05:30.20,00:05:40.18,00:00:09.9770000,,1,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",16:55,,,,,Even,,yes,,,,00:05:30.3300000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,76ed5605-c882-40ce-a25a-91d1dfed478d,,,,,,,,,,,,,,,,,,,,,d3620ea1-06f5-4d93-9781-2da9ed03530a,,0,1015,0,0,0,1,0,1015,0,1,1,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,LRA; teach 24 too many cross overs 27 watch ur level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",,,,,,,,possession,breakout,,,,2/1/2019 12:00:00 AM,,,1015,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,76ED5605-C882-40CE-A25A-91D1DFED478D,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 021",Opponent Possession,00:05:31.59,00:05:44.30,00:00:12.5130000,,1,,16:57,,,,,Even,,,,,,00:05:31.9820000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,cb352780-9a85-44dd-aeef-9b71baf7fc28,,,,,,,,,,,,,,,,,,,,,d0741974-8e6b-47c5-bc0a-58907e183458,,0,1017,0,0,0,0,0,1017,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1017,16:45,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,CB352780-9A85-44DD-AEEF-9B71BAF7FC28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 022",Opponent Possession,00:05:32.03,00:05:44.34,00:00:12.5130000,,1,,16:57,,,,,Even,,,,,,00:05:32.0490000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,7cbc4475-9cef-417e-b140-2e8275c3f806,,,,,,,,,,,,,,,,,,,,,c36deb9d-0a59-4459-b080-d007c3b807c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1017,16:45,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"GM26 2019-02-01 Colgate at RPI P1, Defensive Zone 007",Defensive Zone,00:05:36.10,00:05:46.40,00:00:10.4940000,,1,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",16:51,,,,,Even,,,,,,00:05:36.1700000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,00d807b5-8941-4f40-8bdb-a0199a1f7eaf,,,,,,,,,,,,,,,,,,,,,424ae570-6d7a-47d7-ac3b-e13607fed44b,,0,1011,0,0,0,0,0,1011,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",,,,,,,,,,,,,2/1/2019 12:00:00 AM,11,,1011,16:46,1006,,,,,,,,,,0,,,,,,,,,,,,,,,,,00D807B5-8941-4F40-8BDB-A0199A1F7EAF,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"GM26 2019-02-01 Colgate at RPI P1, Breakout 005",Breakout,00:05:38.41,00:05:46.04,00:00:07.3740000,,1,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",16:46,,,,,Even,,,,,,00:05:38.6890000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,adeb72fd-ce5c-443a-95c4-51e1cc0443f3,,,,,,,,,,,,,,,,,,,,,7380644f-e56a-4f92-b751-7b286ac92ae0,,1,1006,0,0,0,0,0,1006,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,dz good 2nd quick 39 on stopped puck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"11 Leppanen, 19 Linden, 24 Reilly, 27 Bear, 31 Savory, 39 Lacka",,dz coverage,,,,,,,,,,,2/1/2019 12:00:00 AM,7,,1006,16:46,1006,,,,,,,,,,0,,,,,,,,,,,,,,,,,ADEB72FD-CE5C-443A-95C4-51E1CC0443F3,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"GM26 2019-02-01 Colgate at RPI P1, Entry 007",Entry,00:05:41.56,00:05:51.55,00:00:09.9770000,,1,"09 Moore, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",16:43,,,,,Even,,yes,,,,00:05:41.9420000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,acfab50a-9c21-4bca-9165-226db053d849,,,,,,,,,,,,,,,,,,,,,149d54a1-3510-4c18-99ef-719fd3117dbf,,0,1003,0,0,1,1,0,1003,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,fc ; teach 19 drive skate to be on him quicker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"09 Moore, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",,,,,,,,dump,breakout,,,,2/1/2019 12:00:00 AM,,,1003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,ACFAB50A-9C21-4BCA-9165-226DB053D849,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"GM26 2019-02-01 Colgate at RPI P1, Forecheck 005",Forecheck,00:05:43.36,00:05:59.26,00:00:15.8320000,,1,"03 Samec, 09 Moore, 12 Zieky, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",16:43,,,,,Even,,,,,,00:05:43.5940000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,81a9b74b-2bfb-420f-b271-dc098778d9c4,,,,,,,,,,,,,,,,,,,,,d44943ea-5591-4f29-b2dc-bda8354eb584,,0,1003,0,0,0,0,0,1003,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"03 Samec, 09 Moore, 12 Zieky, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,15,,1003,16:34,994,,,,,,,,,,0,,,,,,,,,,,,,,,,,81A9B74B-2BFB-420F-B271-DC098778D9C4,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 023",Opponent Possession,00:05:45.25,00:05:46.40,00:00:01.2510000,,1,,16:44,,,,,Even,,,,,,00:05:45.4120000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,e45f293c-9097-46f1-98e8-e52924f9ebe8,,,,,,,,,,,,,,,,,,,,,b91ebc0c-a6ce-4c80-bf8a-c237268a76d1,,0,1004,0,0,0,0,0,1004,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1004,16:42,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,E45F293C-9097-46F1-98E8-E52924F9EBE8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"GM26 2019-02-01 Colgate at RPI P1, Opponent Possession 024",Opponent Possession,00:05:45.29,00:05:46.44,00:00:01.2510000,,1,,16:44,,,,,Even,,,,,,00:05:45.4790000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,9be47ebc-bec4-4d47-a84a-98006ccadc0c,,,,,,,,,,,,,,,,,,,,,31639fce-e8fa-49aa-a25d-ad8473fe34a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1004,16:42,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"GM26 2019-02-01 Colgate at RPI P1, Shift_TOI 024",Shift_TOI,00:05:46.02,00:06:17.18,00:00:31.2650000,,1,"03 Samec, 09 Moore, 12 Zieky, 19 Linden, 27 Bear, 31 Savory",16:41,,19 Linden,,,Even,,,,,,00:05:46.0290000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,44b35448-08ef-41ca-b787-0a3a21c2ced2,,,,,,,,,,,,,,,,,,,,,0d8f7443-a5d1-452a-b43b-7f4a16e50e30,,0,1001,0,0,0,0,0,1001,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"03 Samec, 09 Moore, 12 Zieky, 19 Linden, 27 Bear, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1001,16:28,988,,,,,,,,,,0,,,,,,,,,,,,,,,,,44B35448-08EF-41CA-B787-0A3A21C2CED2,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,
154,"GM26 2019-02-01 Colgate at RPI P1, TeamShift 013",TeamShift,00:05:46.07,00:05:49.42,00:00:03.5870000,,1,"09 Moore, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",16:42,,,,,Even,,,,,,00:05:46.1130000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,b8e311b9-9810-4a9f-8204-8663778153f7,,,,,,,,,,,,,,,,,,,,,bd8905bc-806b-4b44-905a-174b52154e46,,0,1002,0,0,0,0,0,1002,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"09 Moore, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1002,16:38,998,,,,,,,,,,0,,,,,,,,,,,,,,,,,B8E311B9-9810-4A9F-8204-8663778153F7,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,
155,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 017",RPI Possession,00:05:47.52,00:06:09.12,00:00:21.3380000,,1,,16:41,,,,,Even,,,,,,00:05:47.8650000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,3af4dc6c-c006-4ed1-9be9-53f645f85884,,,,,,,,,,,,,,,,,,,,,bb17897e-f20a-41ba-b391-16f5628f54db,,0,1001,0,0,0,0,0,1001,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1001,16:28,988,,,,,,,,,,,,,,,,,,,,,,,,,,,3AF4DC6C-C006-4ED1-9BE9-53F645F85884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"GM26 2019-02-01 Colgate at RPI P1, RPI Possession 018",RPI Possession,00:05:47.56,00:06:09.16,00:00:21.3380000,,1,,16:41,,,,,Even,,,,,,00:05:47.9310000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,cdd592cc-81c6-4dff-8a99-904bf878d987,,,,,,,,,,,,,,,,,,,,,0e1994b6-63d2-4b0d-bb24-701e676c72a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,1001,16:28,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"GM26 2019-02-01 Colgate at RPI P1, Shift_TOI 025",Shift_TOI,00:05:48.20,00:07:00.57,00:01:12.6230000,,1,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 28 Hallbauer, 31 Savory",16:39,,09 Moore,,,Even,,,,,,00:05:48.3320000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,4b276027-c35c-4035-9605-a78def4f3b8c,,,,,,,,,,,,,,,,,,,,,cf8915ca-8151-42e4-812b-bfa0c60f784a,,0,999,0,0,0,0,0,999,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 28 Hallbauer, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,999,15:51,951,,,,,,,,,,0,,,,,,,,,,,,,,,,,4B276027-C35C-4035-9605-A78DEF4F3B8C,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,48,0,,,,,,,,,,,,,,,,
158,"GM26 2019-02-01 Colgate at RPI P1, Shot For 002",Shot For,00:05:48.47,00:06:02.46,00:00:13.9810000,,1,"03 Samec, 09 Moore, 12 Zieky, 19 Linden, 27 Bear, 31 Savory",16:29,,27 Bear,,high,Even,no,,,,wrist,00:05:48.7820000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,489e1f7c-dec0-4f11-a5c8-30636546926a,,,,,,,,,,,,,,,,,,,,,733de3ad-67a1-4c77-93b4-3ab9a03d9a9b,,0,989,1,0,0,0,0,989,0,1,0,1,1,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"03 Samec, 09 Moore, 12 Zieky, 19 Linden, 27 Bear, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,989,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,489E1F7C-DEC0-4F11-A5C8-30636546926A,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"GM26 2019-02-01 Colgate at RPI P1, Shift_TOI 026",Shift_TOI,00:05:49.01,00:07:13.32,00:01:24.5180000,,1,"06 Ferner, 12 Zieky, 21 Wiffen, 26 Marrello, 28 Hallbauer, 31 Savory",16:38,,12 Zieky,,,Even,,,,,,00:05:49.0160000,GM26 2019-02-01 Colgate at RPI P1.mp4,,,,c010dc36-c52d-444b-8746-c2f50fd5db8b,,,,,,,,,,,,,,,,,,,,,665a4abc-5d03-44d3-aa27-b4d6ab35038d,,0,998,0,0,0,0,0,998,0,1,0,0,0,EVEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,,Colgate,,,,,,,,,,,,,,,,,,,,,,,,,,"06 Ferner, 12 Zieky, 21 Wiffen, 26 Marrello, 28 Hallbauer, 31 Savory",,,,,,,,,,,,,2/1/2019 12:00:00 AM,,,998,15:38,938,,,,,,,,,,0,,,,,,,,,,,,,,,,,C010DC36-C52D-444B-8746-C2F50FD5DB8B,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,60,0,,,,,,,,,,,,,,,,
