#,Name,ClipType,Media In,Media Out,Media Duration,NHL Period,Player Participation,GameClockIn,Strength,ScoutedPlayer,NonScoutedPlayer,Win/Loss,Chance?,Shot Location,Zone,FaceOffLRC,Entry Origin,Entry,Successful?,Breakout
17,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Breakout 001",Opponent Breakout,00:01:58.28,00:02:05.56,00:00:07.4740000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:46,Even,,,,,,,,,,,dz coverage
18,"GM30 2019-02-16 Quinnipiac at RPI P1, Faceoff 002",Faceoff,00:01:58.36,00:02:11.35,00:00:12.9800000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:51,Even,09 Moore,16 Fallstrom,loss,,,oz,left,,,,
19,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 002",Opponent Entry,00:02:01.06,00:02:11.05,00:00:09.9770000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:44,Even,,,,,,,,breakout,dump,no,
20,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 002",Opponent Possession,00:02:01.43,00:02:09.04,00:00:07.3410000,1,,19:48,Even,,,,,,,,,,,
21,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Forecheck 002",Opponent Forecheck,00:02:02.51,00:02:14.47,00:00:11.9290000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:45,Even,,,,,,,,,,,
22,"GM30 2019-02-16 Quinnipiac at RPI P1, Breakout 001",Breakout,00:02:06.49,00:02:14.08,00:00:07.3240000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:39,Even,,,,,,,,,,,forecheck
23,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 001",RPI Possession,00:02:09.13,00:02:11.38,00:00:02.4190000,1,,19:41,Even,,,,,,,,,,,
24,"GM30 2019-02-16 Quinnipiac at RPI P1, NZ Forecheck 002",NZ Forecheck,00:02:09.60,00:02:20.39,00:00:10.6610000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:38,Even,,,,,,,,,,,
25,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 003",Opponent Possession,00:02:11.47,00:02:20.09,00:00:08.3750000,1,,19:38,Even,,,,,,,,,,,
26,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 003",Opponent Entry,00:02:12.51,00:02:22.50,00:00:09.9770000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:33,Even,,,,,,,,nz,possession,no,
27,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Forecheck 003",Opponent Forecheck,00:02:14.41,00:02:30.20,00:00:15.6490000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:33,Even,,,,,,,,,,,
28,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 002",RPI Possession,00:02:20.19,00:02:33.32,00:00:13.2130000,1,,19:30,Even,,,,,,,,,,,
29,"GM30 2019-02-16 Quinnipiac at RPI P1, Breakout 002",Breakout,00:02:22.22,00:02:30.05,00:00:07.7240000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",19:23,Even,,,,,,,,,,,forecheck
30,"GM30 2019-02-16 Quinnipiac at RPI P1, NZ Offense 001",NZ Offense,00:02:26.55,00:02:38.05,00:00:11.1780000,1,"04 Grant, 08 Gornall, 09 Moore, 12 Zieky, 17 Burgess, 26 Marrello, 27 Bear, 31 Savory",19:21,Even,,,,,,,,,,,
31,"GM30 2019-02-16 Quinnipiac at RPI P1, Entry 001",Entry,00:02:29.05,00:02:39.04,00:00:09.9770000,1,"04 Grant, 08 Gornall, 17 Burgess, 26 Marrello, 27 Bear, 31 Savory",19:16,Even,,,,,,,,nz,possession,no,
32,"GM30 2019-02-16 Quinnipiac at RPI P1, NZ Forecheck 003",NZ Forecheck,00:02:32.07,00:02:42.28,00:00:10.3440000,1,"04 Grant, 08 Gornall, 17 Burgess, 26 Marrello, 27 Bear, 31 Savory",19:15,Even,,,,,,,,,,,
33,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 003",TeamShift,00:02:32.48,00:02:41.44,00:00:08.9260000,1,"04 Grant, 08 Gornall, 17 Burgess, 26 Marrello, 27 Bear, 31 Savory",19:17,Even,,,,,,,,,,,
34,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 007",Shift_TOI,00:02:32.55,00:03:20.55,00:00:47.9980000,1,"06 Ferner, 08 Gornall, 21 Wiffen, 26 Marrello, 28 Hallbauer, 31 Savory",19:16,Even,08 Gornall,,,,,,,,,,
35,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 004",Opponent Possession,00:02:33.43,00:02:40.08,00:00:06.4060000,1,,19:16,Even,,,,,,,,,,,
36,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 004",Opponent Entry,00:02:34.41,00:02:44.40,00:00:09.9770000,1,"04 Grant, 08 Gornall, 26 Marrello, 27 Bear, 31 Savory",19:11,Even,,,,,,,,nz,dump,no,
37,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 008",Shift_TOI,00:02:35.08,00:03:50.44,00:01:15.5920000,1,"06 Ferner, 22 Ott, 26 Marrello, 28 Hallbauer, 31 Savory",19:14,Even,26 Marrello,,,,,,,,,,
38,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Forecheck 004",Opponent Forecheck,00:02:36.29,00:02:49.58,00:00:13.4800000,1,"04 Grant, 08 Gornall, 21 Wiffen, 26 Marrello, 27 Bear, 31 Savory",19:11,Even,,,,,,,,,,,
39,"GM30 2019-02-16 Quinnipiac at RPI P1, Goalie Touch 001",Goalie Touch,00:02:36.50,00:02:46.49,00:00:09.9770000,1,"04 Grant, 08 Gornall, 21 Wiffen, 26 Marrello, 27 Bear, 31 Savory",19:10,Even,,,,,,,,,,,
40,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 003",RPI Possession,00:02:40.18,00:02:47.23,00:00:07.0900000,1,,19:10,Even,,,,,,,,,,,
41,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 004",TeamShift,00:02:41.25,00:02:49.09,00:00:07.7410000,1,"04 Grant, 08 Gornall, 21 Wiffen, 26 Marrello, 27 Bear, 31 Savory",19:08,Even,,,,,,,,,,,
42,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 009",Shift_TOI,00:02:41.49,00:03:50.01,00:01:08.2020000,1,"06 Ferner, 21 Wiffen, 22 Ott, 26 Marrello, 28 Hallbauer, 31 Savory",19:08,Even,21 Wiffen,,,,,,,,,,
43,"GM30 2019-02-16 Quinnipiac at RPI P1, Breakout 003",Breakout,00:02:41.60,00:02:49.17,00:00:07.2910000,1,"04 Grant, 08 Gornall, 21 Wiffen, 26 Marrello, 27 Bear, 31 Savory",19:04,Even,,,,,,,,,,,forecheck
44,"GM30 2019-02-16 Quinnipiac at RPI P1, NZ Forecheck 004",NZ Forecheck,00:02:44.56,00:02:59.43,00:00:14.7810000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 27 Bear, 31 Savory",19:03,Even,,,,,,,,,,,
45,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 005",Opponent Entry,00:02:45.41,00:02:55.39,00:00:09.9770000,1,"08 Gornall, 21 Wiffen, 24 Reilly, 26 Marrello, 27 Bear, 31 Savory",19:00,Even,,,,,,,,nz,possession,no,
46,"GM30 2019-02-16 Quinnipiac at RPI P1, Take Away 001",Take Away,00:02:47.05,00:03:02.04,00:00:14.9820000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:57,Even,,,,,,nz,,,,,
47,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 005",Opponent Possession,00:02:47.34,00:02:49.22,00:00:01.8020000,1,,19:03,Even,,,,,,,,,,,
48,"GM30 2019-02-16 Quinnipiac at RPI P1, Entry 002",Entry,00:02:48.46,00:02:58.45,00:00:09.9770000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:57,Even,,,,,,,,nz,possession,no,
49,"GM30 2019-02-16 Quinnipiac at RPI P1, Shot Against 001",Shot Against,00:02:49.29,00:03:03.28,00:00:13.9810000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:49,Even,,,,blocked,rush,,,,,,
50,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 005",TeamShift,00:02:49.31,00:02:53.10,00:00:03.6540000,1,"08 Gornall, 21 Wiffen, 24 Reilly, 26 Marrello, 27 Bear, 31 Savory",19:00,Even,,,,,,,,,,,
51,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 004",RPI Possession,00:02:49.33,00:02:54.48,00:00:05.2550000,1,,19:01,Even,,,,,,,,,,,
52,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 010",Shift_TOI,00:02:49.52,00:03:16.48,00:00:26.9270000,1,"06 Ferner, 08 Gornall, 21 Wiffen, 24 Reilly, 26 Marrello, 31 Savory",19:00,Even,24 Reilly,,,,,,,,,,
53,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Breakout 002",Opponent Breakout,00:02:51.44,00:02:59.11,00:00:07.4410000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:54,Even,,,,,,,,,,,transition
54,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 006",TeamShift,00:02:52.46,00:03:15.07,00:00:22.3390000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:56,Even,,,,,,,,,,,
55,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 011",Shift_TOI,00:02:53.52,00:03:15.38,00:00:21.7550000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:56,Even,23 Johnson,,,,,,,,,,
56,"GM30 2019-02-16 Quinnipiac at RPI P1, Shot Against 002",Shot Against,00:02:53.52,00:03:07.51,00:00:13.9810000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:45,Even,,,,no,low,,,,,,
57,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 006",Opponent Entry,00:02:54.25,00:03:04.24,00:00:09.9770000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:51,Even,,,,,,,,breakout,possession,yes,
58,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 006",Opponent Possession,00:02:54.59,00:03:05.09,00:00:10.1600000,1,,18:55,Even,,,,,,,,,,,
59,"GM30 2019-02-16 Quinnipiac at RPI P1, Defensive Zone 001",Defensive Zone,00:02:57.14,00:03:12.40,00:00:15.4320000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:50,Even,,,,,,,,,,,
60,"GM30 2019-02-16 Quinnipiac at RPI P1, Breakout 004",Breakout,00:03:04.41,00:03:11.55,00:00:07.2410000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:41,Even,,,,,,,,,,,dz coverage
61,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 005",RPI Possession,00:03:05.20,00:03:21.52,00:00:16.5330000,1,,18:45,Even,,,,,,,,,,,
62,"GM30 2019-02-16 Quinnipiac at RPI P1, Entry 003",Entry,00:03:07.21,00:03:17.20,00:00:09.9770000,1,"08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 31 Savory",18:38,Even,,,,,,,,breakout,dump,yes,
63,"GM30 2019-02-16 Quinnipiac at RPI P1, Forecheck 001",Forecheck,00:03:08.56,00:03:19.22,00:00:10.4270000,1,"06 Ferner, 08 Gornall, 21 Wiffen, 23 Johnson, 24 Reilly, 26 Marrello, 28 Hallbauer, 31 Savory",18:39,Even,,,,,,,,,,,
64,"GM30 2019-02-16 Quinnipiac at RPI P1, Shot For 001",Shot For,00:03:10.47,00:03:24.46,00:00:13.9810000,1,"06 Ferner, 21 Wiffen, 22 Ott, 26 Marrello, 28 Hallbauer, 31 Savory",18:28,Even,06 Ferner,,,goal,high,,,,,,
65,"GM30 2019-02-16 Quinnipiac at RPI P1, Offensive Zone 001",Offensive Zone,00:03:13.24,00:03:27.08,00:00:13.7470000,1,"06 Ferner, 08 Gornall, 21 Wiffen, 22 Ott, 26 Marrello, 28 Hallbauer, 31 Savory",18:34,Even,,,,,,,,,,,
66,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 007",TeamShift,00:03:15.13,00:03:21.00,00:00:05.7890000,1,"06 Ferner, 08 Gornall, 21 Wiffen, 26 Marrello, 28 Hallbauer, 31 Savory",18:34,Even,,,,,,,,,,,
67,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 012",Shift_TOI,00:03:15.35,00:04:46.56,00:01:31.3580000,1,"06 Ferner, 13 Lee, 22 Ott, 31 Savory, 39 Lacka",18:33,Even,06 Ferner,,,,,,,,,,
68,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 013",Shift_TOI,00:03:17.42,00:04:45.47,00:01:28.0880000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:31,Even,28 Hallbauer,,,,,,,,,,
69,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 008",TeamShift,00:03:21.06,00:03:22.11,00:00:01.0840000,1,"06 Ferner, 21 Wiffen, 22 Ott, 26 Marrello, 28 Hallbauer, 31 Savory",18:28,Even,,,,,,,,,,,
70,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 014",Shift_TOI,00:03:21.17,00:04:51.48,00:01:30.5240000,1,"03 Samec, 13 Lee, 22 Ott, 24 Reilly, 31 Savory, 39 Lacka",18:27,Even,22 Ott,,,,,,,,,,
71,"GM30 2019-02-16 Quinnipiac at RPI P1, SyncPoint 003",SyncPoint,00:03:51.59,00:03:53.59,00:00:02.0020000,1,,18:28,Even,,,,,,,,,,,
72,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 015",Shift_TOI,00:03:55.55,00:04:51.48,00:00:55.8890000,1,"03 Samec, 13 Lee, 22 Ott, 24 Reilly, 31 Savory, 39 Lacka",18:28,Even,13 Lee,,,,,,,,,,
73,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 016",Shift_TOI,00:03:55.55,00:04:51.48,00:00:55.8890000,1,"03 Samec, 13 Lee, 22 Ott, 24 Reilly, 31 Savory, 39 Lacka",18:28,Even,39 Lacka,,,,,,,,,,
74,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 009",TeamShift,00:03:56.14,00:03:56.31,00:00:00.2840000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:28,Even,,,,,,,,,,,
75,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 010",TeamShift,00:04:12.48,00:04:45.51,00:00:33.0500000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:27,Even,,,,,,,,,,,
76,"GM30 2019-02-16 Quinnipiac at RPI P1, SyncPoint 004",SyncPoint,00:04:13.09,00:04:15.09,00:00:02.0020000,1,,18:27,Even,,,,,,,,,,,
77,"GM30 2019-02-16 Quinnipiac at RPI P1, Faceoff 003",Faceoff,00:04:14.07,00:04:27.06,00:00:12.9800000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:27,Even,13 Lee,22 Davidson,loss,,,nz,center,,,,
78,"GM30 2019-02-16 Quinnipiac at RPI P1, NZ Forecheck 005",NZ Forecheck,00:04:17.16,00:04:26.45,00:00:09.4760000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:22,Even,,,,,,,,,,,
79,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 007",Opponent Possession,00:04:18.29,00:04:55.60,00:00:37.5040000,1,,18:22,Even,,,,,,,,,,,
80,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 007",Opponent Entry,00:04:19.03,00:04:29.01,00:00:09.9770000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:18,Even,,,,,,,,nz,dump,yes,
81,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Forecheck 005",Opponent Forecheck,00:04:20.47,00:04:30.49,00:00:10.0430000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:18,Even,,,,,,,,,,,
82,"GM30 2019-02-16 Quinnipiac at RPI P1, Defensive Zone 002",Defensive Zone,00:04:24.51,00:04:44.27,00:00:19.6030000,1,"06 Ferner, 13 Lee, 22 Ott, 28 Hallbauer, 31 Savory, 39 Lacka",18:14,Even,,,,,,,,,,,
83,"GM30 2019-02-16 Quinnipiac at RPI P1, NZ Forecheck 006",NZ Forecheck,00:04:45.07,00:04:58.36,00:00:13.4800000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:54,Even,,,,,,,,,,,
84,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 011",TeamShift,00:04:45.56,00:04:51.51,00:00:05.9230000,1,"03 Samec, 13 Lee, 22 Ott, 24 Reilly, 31 Savory, 39 Lacka",17:55,Even,,,,,,,,,,,
85,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Entry 008",Opponent Entry,00:04:47.19,00:04:57.18,00:00:09.9770000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:50,Even,,,,,,,,nz,possession,no,
86,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 017",Shift_TOI,00:04:47.22,00:05:24.44,00:00:37.3710000,1,"04 Grant, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:53,Even,24 Reilly,,,,,,,,,,
87,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 018",Shift_TOI,00:04:48.17,00:05:14.20,00:00:26.0430000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:52,Even,03 Samec,,,,,,,,,,
88,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 019",Shift_TOI,00:04:51.39,00:05:41.54,00:00:50.2500000,1,"04 Grant, 07 Bowman, 17 Burgess, 19 Linden, 27 Bear, 31 Savory",17:48,Even,07 Bowman,,,,,,,,,,
89,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 020",Shift_TOI,00:04:51.41,00:05:46.56,00:00:55.2390000,1,"04 Grant, 12 Zieky, 17 Burgess, 19 Linden, 27 Bear, 31 Savory",17:48,Even,19 Linden,,,,,,,,,,
90,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 021",Shift_TOI,00:04:51.43,00:05:37.14,00:00:45.5120000,1,"04 Grant, 07 Bowman, 11 Leppanen, 19 Linden, 27 Bear, 31 Savory",17:48,Even,11 Leppanen,,,,,,,,,,
91,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 012",TeamShift,00:04:51.48,00:05:14.24,00:00:22.5890000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:49,Even,,,,,,,,,,,
92,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Forecheck 006",Opponent Forecheck,00:04:52.37,00:05:05.11,00:00:12.5630000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:46,Even,,,,,,,,,,,
93,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 006",RPI Possession,00:04:56.10,00:04:59.55,00:00:03.7540000,1,,17:45,Even,,,,,,,,,,,
94,"GM30 2019-02-16 Quinnipiac at RPI P1, Defensive Zone 003",Defensive Zone,00:04:59.13,00:05:13.58,00:00:14.7480000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:40,Even,,,,,,,,,,,
95,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 008",Opponent Possession,00:05:00.05,00:05:03.48,00:00:03.7200000,1,,17:41,Even,,,,,,,,,,,
96,"GM30 2019-02-16 Quinnipiac at RPI P1, RPI Possession 007",RPI Possession,00:05:03.59,00:05:14.52,00:00:10.8780000,1,,17:37,Even,,,,,,,,,,,
97,"GM30 2019-02-16 Quinnipiac at RPI P1, Breakout 005",Breakout,00:05:05.59,00:05:14.07,00:00:08.1250000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:31,Even,,,,,,,,,,,dz coverage
98,"GM30 2019-02-16 Quinnipiac at RPI P1, Shot For 002",Shot For,00:05:07.57,00:05:21.56,00:00:13.9810000,1,"03 Samec, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:22,Even,19 Linden,,,yes,low,,,,,,
99,"GM30 2019-02-16 Quinnipiac at RPI P1, Entry 004",Entry,00:05:08.49,00:05:18.48,00:00:09.9770000,1,"07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:28,Even,,,,,,,,breakout,dump,yes,
100,"GM30 2019-02-16 Quinnipiac at RPI P1, Forecheck 002",Forecheck,00:05:10.14,00:05:21.26,00:00:11.2110000,1,"04 Grant, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:29,Even,,,,,,,,,,,
101,"GM30 2019-02-16 Quinnipiac at RPI P1, Take Away 002",Take Away,00:05:12.46,00:05:27.45,00:00:14.9820000,1,"04 Grant, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:23,Even,11 Leppanen,,,,,oz,,,,,
102,"GM30 2019-02-16 Quinnipiac at RPI P1, TeamShift 013",TeamShift,00:05:14.24,00:05:24.48,00:00:10.4100000,1,"04 Grant, 07 Bowman, 11 Leppanen, 19 Linden, 24 Reilly, 31 Savory",17:26,Even,,,,,,,,,,,
103,"GM30 2019-02-16 Quinnipiac at RPI P1, Opponent Possession 009",Opponent Possession,00:05:15.03,00:05:27.14,00:00:12.1790000,1,,17:26,Even,,,,,,,,,,,
104,"GM30 2019-02-16 Quinnipiac at RPI P1, Offensive Zone 002",Offensive Zone,00:05:15.28,00:05:38.21,00:00:22.8900000,1,"04 Grant, 07 Bowman, 09 Moore, 11 Leppanen, 12 Zieky, 17 Burgess, 19 Linden, 24 Reilly, 27 Bear, 31 Savory",17:24,Even,,,,,,,,,,,
105,"GM30 2019-02-16 Quinnipiac at RPI P1, Shift_TOI 022",Shift_TOI,00:05:16.31,00:06:51.19,00:01:34.7950000,1,"04 Grant, 09 Moore, 12 Zieky, 17 Burgess, 27 Bear, 31 Savory",17:24,Even,04 Grant,,,,,,,,,,
