#,Name,ClipType,Media In,Media Out,Media Duration,NHL Period,GameClockIn,Strength,Smith,Weber,Jewell,Lysyj,Red Comments,Jewell Comments
541,"GM26 2019-02-01 Colgate at RPI P2, Forecheck 017",Forecheck,00:21:09.20,00:21:25.47,00:00:16.4500000,2,5:46,Even,,,,,,
542,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 017",Opponent Breakout,00:21:17.49,00:21:26.55,00:00:09.1090000,2,5:36,Even,,,,,,
543,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 057",Opponent Possession,00:21:19.10,00:21:28.50,00:00:09.6760000,2,05:40,Even,,,,,,
544,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 058",Opponent Possession,00:21:19.14,00:21:28.54,00:00:09.6760000,2,05:40,Even,,,,,,
545,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 022",Opponent Entry,00:21:20.50,00:21:30.48,00:00:09.9770000,2,5:33,Even,,,,,,
546,"GM26 2019-02-01 Colgate at RPI P2, Opponent Forecheck 012",Opponent Forecheck,00:21:22.35,00:21:38.53,00:00:16.3000000,2,5:33,Even,,,,,,
547,"GM26 2019-02-01 Colgate at RPI P2, Giveaway 006",Giveaway,00:21:24.47,00:21:39.46,00:00:14.9820000,2,5:28,Even,,,,,,
548,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 059",RPI Possession,00:21:29.24,00:21:41.20,00:00:11.9290000,2,05:30,Even,,,,,,
549,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 060",RPI Possession,00:21:29.28,00:21:41.24,00:00:11.9290000,2,05:30,Even,,,,,,
550,"GM26 2019-02-01 Colgate at RPI P2, Breakout 022",Breakout,00:21:30.54,00:21:38.09,00:00:07.2410000,2,5:22,Even,,,,,,
551,"GM26 2019-02-01 Colgate at RPI P2, Entry 024",Entry,00:21:35.40,00:21:45.38,00:00:09.9770000,2,5:18,Even,,,,,,
552,"GM26 2019-02-01 Colgate at RPI P2, Forecheck 018",Forecheck,00:21:36.37,00:21:46.54,00:00:10.2940000,2,5:19,Even,,,,,,
553,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 018",Opponent Breakout,00:21:38.56,00:21:47.51,00:00:08.9260000,2,5:14,Even,,,,,,
554,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 023",Opponent Entry,00:21:39.59,00:21:49.57,00:00:09.9770000,2,5:13,Even,,,,,,
555,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 059",Opponent Possession,00:21:42.12,00:21:53.19,00:00:11.1110000,2,05:17,Even,,,,,,
556,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 060",Opponent Possession,00:21:42.16,00:21:53.23,00:00:11.1110000,2,05:17,Even,,,,,,
557,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 094",Shift_TOI,00:21:43.48,00:21:47.20,00:00:03.5370000,2,06:00,Even,,,,,,
558,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 052",TeamShift,00:21:44.02,00:21:44.54,00:00:00.8680000,2,06:00,Even,,,,,,
559,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 095",Shift_TOI,00:21:44.18,00:22:55.32,00:01:11.2380000,2,06:00,Even,,,,,,
560,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 096",Shift_TOI,00:21:44.18,00:22:55.32,00:01:11.2380000,2,06:00,Even,,,,,,
561,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 097",Shift_TOI,00:21:44.40,00:22:04.13,00:00:19.5530000,2,06:00,Even,,,,,,
562,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 098",Shift_TOI,00:21:44.40,00:22:04.13,00:00:19.5530000,2,06:00,Even,,,,,,
563,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 099",Shift_TOI,00:22:55.17,00:23:53.18,00:00:58.0080000,2,05:12,Even,,,,,,
564,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 100",Shift_TOI,00:22:55.36,00:24:29.26,00:01:33.8270000,2,05:12,Even,,,,,,
565,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 101",Shift_TOI,00:22:55.44,00:23:48.48,00:00:53.0530000,2,05:12,Even,,,,,,
566,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 102",Shift_TOI,00:22:55.49,00:23:46.07,00:00:50.2840000,2,05:12,Even,,,,,,
567,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 103",Shift_TOI,00:22:55.54,00:23:50.60,00:00:55.0880000,2,05:12,Even,,,,,,
568,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 053",TeamShift,00:22:55.59,00:23:46.10,00:00:50.1670000,2,05:12,Even,,,,,,
569,"GM26 2019-02-01 Colgate at RPI P2, Faceoff 012",Faceoff,00:22:56.42,00:23:09.40,00:00:12.9800000,2,5:12,Even,,,,,,
570,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 019",Opponent Breakout,00:22:56.57,00:23:04.15,00:00:07.3070000,2,5:07,Even,,,,,,
571,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 023",SyncPoint,00:22:57.25,00:22:59.25,00:00:02.0020000,2,05:12,Even,,,,,,
572,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 024",SyncPoint,00:22:57.29,00:22:59.29,00:00:02.0020000,2,05:12,Even,,,,,,
573,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 024",Opponent Entry,00:22:59.18,00:23:09.16,00:00:09.9770000,2,5:05,Even,,,,,,
574,"GM26 2019-02-01 Colgate at RPI P2, Weber 001",Weber,00:22:59.26,00:23:14.23,00:00:14.9480000,2,,,,DZR; teach 24 go to SSP & stay allow 08 1/2 man,,,,
575,"GM26 2019-02-01 Colgate at RPI P2, Opponent Forecheck 013",Opponent Forecheck,00:23:01.05,00:23:18.46,00:00:17.6840000,2,5:06,Even,,,,,,
576,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 061",Opponent Possession,00:23:01.13,00:23:14.58,00:00:13.7470000,2,05:09,Even,,,,,,
577,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 062",Opponent Possession,00:23:01.17,00:23:15.02,00:00:13.7470000,2,05:09,Even,,,,,,
578,"GM26 2019-02-01 Colgate at RPI P2, Breakout 023",Breakout,00:23:10.47,00:23:18.34,00:00:07.7740000,2,4:54,Even,,,,,,
579,"GM26 2019-02-01 Colgate at RPI P2, Entry 025",Entry,00:23:12.25,00:23:22.23,00:00:09.9770000,2,4:52,Even,,,,,,
580,"GM26 2019-02-01 Colgate at RPI P2, Shot For 015",Shot For,00:23:12.34,00:23:26.33,00:00:13.9810000,2,4:45,Even,,,,,,
581,"GM26 2019-02-01 Colgate at RPI P2, Offensive Zone 018",Offensive Zone,00:23:15.23,00:23:43.20,00:00:27.9610000,2,4:51,Even,,,,,,
582,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 061",RPI Possession,00:23:15.34,00:23:41.14,00:00:25.6760000,2,04:55,Even,,,,,,
583,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 062",RPI Possession,00:23:15.38,00:23:41.18,00:00:25.6760000,2,04:55,Even,,,,,,
584,"GM26 2019-02-01 Colgate at RPI P2, Shot For 016",Shot For,00:23:22.29,00:23:36.28,00:00:13.9810000,2,4:35,Even,,,,,,
585,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 020",Opponent Breakout,00:23:35.22,00:23:43.02,00:00:07.6740000,2,4:29,Even,,,,,,
586,"GM26 2019-02-01 Colgate at RPI P2, Opponent Forecheck 014",Opponent Forecheck,00:23:39.57,00:23:51.20,00:00:11.3780000,2,4:27,Even,,,,,,
587,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 025",Opponent Entry,00:23:40.27,00:23:50.26,00:00:09.9770000,2,4:24,Even,,,,,,
588,"GM26 2019-02-01 Colgate at RPI P2, Goalie Touch 003",Goalie Touch,00:23:40.51,00:23:50.50,00:00:09.9770000,2,4:25,Even,,,,,,
589,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 063",Opponent Possession,00:23:41.53,00:23:47.26,00:00:05.5390000,2,04:28,Even,,,,,,
590,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 064",Opponent Possession,00:23:41.57,00:23:47.30,00:00:05.5390000,2,04:28,Even,,,,,,
591,"GM26 2019-02-01 Colgate at RPI P2, Breakout 024",Breakout,00:23:43.21,00:23:52.16,00:00:08.9090000,2,4:21,Even,,,,,,
592,"GM26 2019-02-01 Colgate at RPI P2, Entry 026",Entry,00:23:45.40,00:23:55.39,00:00:09.9770000,2,4:19,Even,,,,,,
593,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 104",Shift_TOI,00:23:46.03,00:24:29.59,00:00:43.9440000,2,04:21,Even,,,,,,
594,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 054",TeamShift,00:23:46.10,00:23:49.45,00:00:03.5870000,2,04:22,Even,,,,,,
595,"GM26 2019-02-01 Colgate at RPI P2, Forecheck 019",Forecheck,00:23:47.18,00:23:55.45,00:00:08.4580000,2,4:19,Even,,,,,,
596,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 063",RPI Possession,00:23:48.04,00:23:53.50,00:00:05.7720000,2,04:22,Even,,,,,,
597,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 064",RPI Possession,00:23:48.08,00:23:53.54,00:00:05.7720000,2,04:22,Even,,,,,,
598,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 105",Shift_TOI,00:23:49.09,00:24:29.59,00:00:40.8410000,2,04:18,Even,,,,,,
599,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 055",TeamShift,00:23:49.22,00:23:53.21,00:00:03.9870000,2,04:18,Even,,,,,,
600,"GM26 2019-02-01 Colgate at RPI P2, NZ Forecheck 011",NZ Forecheck,00:23:49.47,00:23:59.51,00:00:10.0770000,2,4:17,Even,,,,,,
601,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 026",Opponent Entry,00:23:50.33,00:24:00.31,00:00:09.9770000,2,4:14,Even,,LRA; Good 24 up + stick. 22 fold under. 24 watch duplication,,,,
602,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 106",Shift_TOI,00:23:51.18,00:24:29.58,00:00:38.6720000,2,04:16,Even,,,,,,
603,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 056",TeamShift,00:23:53.47,00:24:08.33,00:00:14.7650000,2,04:14,Even,,,,,,
604,"GM26 2019-02-01 Colgate at RPI P2, Defensive Zone 018",Defensive Zone,00:23:53.53,00:24:04.28,00:00:10.5770000,2,4:13,Even,,,,,,
605,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 065",Opponent Possession,00:23:54.36,00:24:00.36,00:00:06.0060000,2,04:16,Even,,,,,,
606,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 107",Shift_TOI,00:23:54.36,00:25:35.41,00:01:41.0840000,2,04:13,Even,,,,,,
607,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 066",Opponent Possession,00:23:54.40,00:24:00.40,00:00:06.0060000,2,04:16,Even,,,,,,
608,"GM26 2019-02-01 Colgate at RPI P2, Breakout 025",Breakout,00:23:56.29,00:24:04.49,00:00:08.3250000,2,4:08,Even,,,,,,
609,"GM26 2019-02-01 Colgate at RPI P2, NZ Forecheck 012",NZ Forecheck,00:23:59.50,00:24:14.44,00:00:14.8980000,2,4:07,Even,,,,,,
610,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 065",RPI Possession,00:24:01.18,00:24:03.10,00:00:01.8520000,2,04:09,Even,,,,,,
611,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 066",RPI Possession,00:24:01.22,00:24:03.14,00:00:01.8520000,2,04:09,Even,,,,,,
612,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 067",Opponent Possession,00:24:04.04,00:24:23.27,00:00:19.3860000,2,04:06,Even,,,,,,
613,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 068",Opponent Possession,00:24:04.08,00:24:23.31,00:00:19.3860000,2,04:06,Even,,,,,,
614,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 027",Opponent Entry,00:24:05.50,00:24:15.48,00:00:09.9770000,2,3:59,Even,,,,,,
615,"GM26 2019-02-01 Colgate at RPI P2, Shot Against 017",Shot Against,00:24:32.13,00:24:46.12,00:00:13.9810000,2,3:53,Even,,,,,,
616,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 057",TeamShift,00:24:33.52,00:24:43.17,00:00:09.4090000,2,03:59,Even,,,,,,
617,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 108",Shift_TOI,00:24:35.03,00:26:41.03,00:02:05.9930000,2,03:59,Even,,,,,,
618,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 109",Shift_TOI,00:24:35.03,00:26:41.03,00:02:05.9930000,2,03:59,Even,,,,,,
619,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 110",Shift_TOI,00:24:35.03,00:24:56.51,00:00:21.7880000,2,03:59,Even,,,,,,
620,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 111",Shift_TOI,00:24:35.45,00:25:33.33,00:00:57.7910000,2,03:59,Even,,,,,,
621,"GM26 2019-02-01 Colgate at RPI P2, Faceoff 013",Faceoff,00:24:36.04,00:24:49.02,00:00:12.9800000,2,4:00,Even,,,,,,
622,"GM26 2019-02-01 Colgate at RPI P2, NZ Forecheck 013",NZ Forecheck,00:24:36.15,00:24:45.37,00:00:09.3760000,2,3:57,Even,,,,NZFO; Cross Ice,,
623,"GM26 2019-02-01 Colgate at RPI P2, Weber 002",Weber,00:24:36.24,00:24:44.23,00:00:07.9910000,2,,,,NZFO; teach 17 patient as F2. 28 need gap @ BL,,,,
624,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 028",Opponent Entry,00:24:36.41,00:24:46.39,00:00:09.9770000,2,3:55,Even,,,,,,
625,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 025",SyncPoint,00:24:37.23,00:24:39.23,00:00:02.0020000,2,04:00,Even,,,,,,
626,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 026",SyncPoint,00:24:37.27,00:24:39.27,00:00:02.0020000,2,04:00,Even,,,,,,
627,"GM26 2019-02-01 Colgate at RPI P2, Defensive Zone 019",Defensive Zone,00:24:39.39,00:24:49.37,00:00:09.9770000,2,3:54,Even,,,,,,
628,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 069",Opponent Possession,00:24:40.11,00:24:53.45,00:00:13.5640000,2,03:58,Even,,,,,,
629,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 070",Opponent Possession,00:24:40.15,00:24:53.49,00:00:13.5640000,2,03:58,Even,,,,,,
630,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 112",Shift_TOI,00:25:06.13,00:25:30.21,00:00:24.1240000,2,03:50,Even,,,,,,
631,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 058",TeamShift,00:25:06.20,00:25:30.24,00:00:24.0570000,2,03:50,Even,,,,,,
632,"GM26 2019-02-01 Colgate at RPI P2, Faceoff 014",Faceoff,00:25:06.38,00:25:19.37,00:00:12.9800000,2,3:50,Even,,,,,,
633,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 027",SyncPoint,00:25:07.35,00:25:09.35,00:00:02.0020000,2,03:50,Even,,,,,,
634,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 028",SyncPoint,00:25:07.39,00:25:09.40,00:00:02.0020000,2,03:50,Even,,,,,,
635,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 067",RPI Possession,00:25:11.23,00:25:42.50,00:00:31.4480000,2,03:47,Even,,,,,,
636,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 068",RPI Possession,00:25:11.27,00:25:42.53,00:00:31.4480000,2,03:47,Even,,,,,,
637,"GM26 2019-02-01 Colgate at RPI P2, Breakout 026",Breakout,00:25:22.09,00:25:29.37,00:00:07.4570000,2,3:30,Even,,,,,,
638,"GM26 2019-02-01 Colgate at RPI P2, Entry 027",Entry,00:25:25.43,00:25:35.42,00:00:09.9770000,2,3:27,Even,,,,,,
639,"GM26 2019-02-01 Colgate at RPI P2, Offensive Zone 019",Offensive Zone,00:25:29.30,00:26:08.45,00:00:39.2560000,2,3:25,Even,,,,,,
640,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 059",TeamShift,00:25:30.15,00:25:33.46,00:00:03.5200000,2,03:26,Even,,,,,,
641,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 113",Shift_TOI,00:25:30.45,00:26:41.03,00:01:10.3040000,2,03:25,Even,,,,,,
642,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 114",Shift_TOI,00:25:33.51,00:26:45.51,00:01:12.0050000,2,03:22,Even,,,,,,
643,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 060",TeamShift,00:25:34.11,00:25:39.45,00:00:05.5720000,2,03:22,Even,,,,,,
644,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 115",Shift_TOI,00:25:36.51,00:25:39.41,00:00:02.8360000,2,03:20,Even,,,,,,
645,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 061",TeamShift,00:25:37.15,00:26:25.07,00:00:47.8650000,2,03:17,Even,,,,,,
646,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 116",Shift_TOI,00:25:40.34,00:26:45.51,00:01:05.2820000,2,03:16,Even,,,,,,
647,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 069",RPI Possession,00:25:43.11,00:25:46.23,00:00:03.2030000,2,03:15,Even,,,,,,
648,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 070",RPI Possession,00:25:43.15,00:25:46.27,00:00:03.2030000,2,03:15,Even,,,,,,
649,"GM26 2019-02-01 Colgate at RPI P2, Shot For 017",Shot For,00:25:45.13,00:25:59.12,00:00:13.9810000,2,3:00,Even,,,,,,
650,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 071",Opponent Possession,00:25:47.02,00:25:55.39,00:00:08.6250000,2,03:11,Even,,,,,,
651,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 072",Opponent Possession,00:25:47.06,00:25:55.43,00:00:08.6250000,2,03:11,Even,,,,,,
652,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 071",RPI Possession,00:25:56.20,00:26:18.55,00:00:22.5730000,2,03:02,Even,,,,,,
653,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 072",RPI Possession,00:25:56.24,00:26:18.59,00:00:22.5730000,2,03:02,Even,,,,,,
654,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 021",Opponent Breakout,00:26:00.47,00:26:08.24,00:00:07.6240000,2,2:52,Even,,,,,,
655,"GM26 2019-02-01 Colgate at RPI P2, NZ Offense 011",NZ Offense,00:26:05.45,00:26:16.45,00:00:10.9940000,2,2:49,Even,,,,,,
656,"GM26 2019-02-01 Colgate at RPI P2, Entry 028",Entry,00:26:07.27,00:26:17.26,00:00:09.9770000,2,2:45,Even,,,,,,
657,"GM26 2019-02-01 Colgate at RPI P2, Giveaway 007",Giveaway,00:26:09.57,00:26:24.56,00:00:14.9820000,2,2:42,Even,,,,,,
658,"GM26 2019-02-01 Colgate at RPI P2, Offensive Zone 020",Offensive Zone,00:26:10.46,00:26:19.56,00:00:09.1590000,2,2:44,Even,,,,,,
659,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 022",Opponent Breakout,00:26:11.57,00:26:27.27,00:00:15.4990000,2,2:41,Even,,,,,,
660,"GM26 2019-02-01 Colgate at RPI P2, Shot Against 018",Shot Against,00:26:15.33,00:26:29.32,00:00:13.9810000,2,2:30,Even,,DZR; teach 04 need stick on puck 09 F1 17 fill F3. 17 12 shoulder check,,,,
661,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 029",Opponent Entry,00:26:17.49,00:26:27.47,00:00:09.9770000,2,2:35,Even,,LRA; Good 27 hipper. Try to do at BL. ,,,,
662,"GM26 2019-02-01 Colgate at RPI P2, Jewell 033",Jewell,00:26:18.17,00:26:28.22,00:00:10.0930000,2,,,,,DZR; TEACH HEAVIER 09 27 17 12,,,
663,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 073",Opponent Possession,00:26:19.36,00:26:34.10,00:00:14.5650000,2,02:39,Even,,,,,,
664,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 074",Opponent Possession,00:26:19.40,00:26:34.14,00:00:14.5650000,2,02:39,Even,,,,,,
665,"GM26 2019-02-01 Colgate at RPI P2, Jewell 034",Jewell,00:26:22.19,00:26:28.24,00:00:06.0890000,2,,,,,31;,,,
666,"GM26 2019-02-01 Colgate at RPI P2, Defensive Zone 020",Defensive Zone,00:26:22.29,00:26:32.20,00:00:09.8600000,2,2:32,Even,17 DZR TEACH 17 LET 09 BE FIRST FWD BACK. STICK ON ICE,,,,,
667,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 117",Shift_TOI,00:27:00.29,00:27:47.48,00:00:47.3140000,2,02:29,Even,,,,,,
668,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 118",Shift_TOI,00:27:00.49,00:27:51.28,00:00:50.6510000,2,02:29,Even,,,,,,
669,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 119",Shift_TOI,00:27:01.03,00:27:52.43,00:00:51.6680000,2,02:29,Even,,,,,,
670,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 120",Shift_TOI,00:27:01.03,00:27:40.60,00:00:39.9400000,2,02:29,Even,,,,,,
671,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 121",Shift_TOI,00:27:01.03,00:27:40.60,00:00:39.9400000,2,02:29,Even,,,,,,
672,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 062",TeamShift,00:27:01.11,00:27:41.02,00:00:39.8400000,2,02:29,Even,,,,,,
673,"GM26 2019-02-01 Colgate at RPI P2, Faceoff 015",Faceoff,00:27:01.53,00:27:14.52,00:00:12.9800000,2,2:29,Even,,,,,,
674,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 029",SyncPoint,00:27:03.06,00:27:05.06,00:00:02.0020000,2,02:29,Even,,,,,,
675,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 030",SyncPoint,00:27:03.10,00:27:05.10,00:00:02.0020000,2,02:29,Even,,,,,,
676,"GM26 2019-02-01 Colgate at RPI P2, Breakout 027",Breakout,00:27:06.15,00:27:13.53,00:00:07.6410000,2,2:21,Even,nzo teach 24 keep skating with 19 for chip. don't force plays.,,,,,
677,"GM26 2019-02-01 Colgate at RPI P2, Defensive Zone 021",Defensive Zone,00:27:07.18,00:27:14.13,00:00:06.9240000,2,2:22,Even,,,,,,
678,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 073",RPI Possession,00:27:07.51,00:27:20.33,00:00:12.7130000,2,02:25,Even,,,,,,
679,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 074",RPI Possession,00:27:07.55,00:27:20.37,00:00:12.7130000,2,02:25,Even,,,,,,
680,"GM26 2019-02-01 Colgate at RPI P2, Entry 029",Entry,00:27:08.49,00:27:18.47,00:00:09.9770000,2,2:18,Even,,,,,,
681,"GM26 2019-02-01 Colgate at RPI P2, Forecheck 020",Forecheck,00:27:10.35,00:27:22.31,00:00:11.9290000,2,2:18,Even,,,,,,
682,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 023",Opponent Breakout,00:27:14.32,00:27:22.12,00:00:07.6740000,2,2:12,Even,,,,,,
683,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 030",Opponent Entry,00:27:18.06,00:27:28.05,00:00:09.9770000,2,2:09,Even,,,,,,
684,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 075",Opponent Possession,00:27:21.10,00:27:24.03,00:00:02.8700000,2,02:12,Even,,,,,,
685,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 076",Opponent Possession,00:27:21.14,00:27:24.07,00:00:02.8700000,2,02:12,Even,,,,,,
686,"GM26 2019-02-01 Colgate at RPI P2, NZ Offense 012",NZ Offense,00:27:21.57,00:27:31.20,00:00:09.3760000,2,2:07,Even,,,,,,
687,"GM26 2019-02-01 Colgate at RPI P2, Entry 030",Entry,00:27:24.02,00:27:34.00,00:00:09.9770000,2,2:03,Even,,,,,,
688,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 075",RPI Possession,00:27:24.45,00:27:33.32,00:00:08.7920000,2,02:08,Even,,,,,,
689,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 076",RPI Possession,00:27:24.49,00:27:33.36,00:00:08.7920000,2,02:08,Even,,,,,,
690,"GM26 2019-02-01 Colgate at RPI P2, Forecheck 021",Forecheck,00:27:25.22,00:27:37.16,00:00:11.9120000,2,2:03,Even,,,,,,
691,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 024",Opponent Breakout,00:27:29.18,00:27:36.58,00:00:07.6740000,2,1:58,Even,,,,,,
692,"GM26 2019-02-01 Colgate at RPI P2, Shot For 018",Shot For,00:27:30.44,00:27:44.43,00:00:13.9810000,2,1:49,Even,,LRA; Good 23 forward skate. 24 quick up. 39 from 11.,,,,
693,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 031",Opponent Entry,00:27:32.12,00:27:42.11,00:00:09.9770000,2,1:55,Even,,,,,,
694,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 077",Opponent Possession,00:27:34.14,00:27:39.01,00:00:04.7710000,2,01:59,Even,,,,,,
695,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 078",Opponent Possession,00:27:34.18,00:27:39.04,00:00:04.7710000,2,01:59,Even,,,,,,
696,"GM26 2019-02-01 Colgate at RPI P2, Entry 031",Entry,00:27:35.10,00:27:45.09,00:00:09.9770000,2,1:52,Even,,,,,,
697,"GM26 2019-02-01 Colgate at RPI P2, NZ Offense 013",NZ Offense,00:27:35.38,00:27:44.15,00:00:08.6090000,2,1:53,Even,,NZO; Good 24 quick,,,,
698,"GM26 2019-02-01 Colgate at RPI P2, Offensive Zone 021",Offensive Zone,00:27:38.16,00:27:48.56,00:00:10.6610000,2,1:51,Even,,,,,,
699,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 077",RPI Possession,00:27:39.54,00:27:59.39,00:00:19.7530000,2,01:53,Even,,,,,,
700,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 078",RPI Possession,00:27:39.57,00:27:59.43,00:00:19.7530000,2,01:53,Even,,,,,,
701,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 063",TeamShift,00:27:40.35,00:27:47.51,00:00:07.2740000,2,01:49,Even,,,,,,
702,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 025",Opponent Breakout,00:27:40.58,00:27:49.32,00:00:08.5750000,2,1:46,Even,,,,,,
703,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 122",Shift_TOI,00:27:41.21,00:28:49.38,00:01:08.2850000,2,01:49,Even,,,,,,
704,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 123",Shift_TOI,00:27:41.51,00:28:52.30,00:01:10.6540000,2,01:47,Even,,,,,,
705,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 064",TeamShift,00:27:48.05,00:27:51.35,00:00:03.5040000,2,01:42,Even,,,,,,
706,"GM26 2019-02-01 Colgate at RPI P2, Breakout 028",Breakout,00:27:48.06,00:27:58.37,00:00:10.5110000,2,1:39,Even,,,,,,
