#,Name,ClipType,Strength,Zone,Media Duration,Media In,Media Out,NHL Period,Breakout,Chance?,Entry,Entry Origin,GameClockIn,Successful?,Win/Loss,FaceOffLRC,Shot Location,NonScoutedPlayer,ScoutedPlayer,Player Participation,Play ID,Unique Instance ID,cBlank,cBreakouts,cClockSort,cCorsiFor,cEntryWins,cFOWins,cGameClockSort,GameId,cGoals,PlayID,cPlays,cPossessions,cSaves,cSOGs,cStrength,cZoneClears,Away Team,Home Team,Play Number,Result,HomePlayerPresence,MemberOfTeam,NHLDescription,Penalty,Period,Player ,PlayerID,Shift,ShiftEndTime,ShiftStartTime,Team,TOIPlayerName,VisitorPlayerPresence,Media Offset,Source Clip Name,Source Index,cCWins,cWWins,cDumps,cZoneClearDZ,cZoneClearEntry,cZoneClearFaceOff,Away Team Name,Graham,Jewell,Jewell Comments,Lysyj,Player Comments,Red Comments,Smith,Weber,Appert,Vines,Graham Comments,Comments ,Comments 4,Comments 5,Comments 6,Comments 7,Comments 8,Comments 9,Defense Team Abrv,Defense Team Name,Defense Team Org,DefensiveTeam,Event 1,Event 2,Event 3,GameClockEnd,GameClockStart,Game Date,Home Team Name,NHL Away Team,NHL Challenge Initiated By,NHL Challenge IsGoalOverturned,NHL Challenge Reason,NHL Challenge Team,NHL Clock Time,NHL Clock Seconds,NHL Corsi,NHL Emergency Goaltender,NHL Emergency Goaltender Team,NHL Event Distance,NHL Score Differential,NHL Event Side of Ice,NHL Event Strength,NHL Event Type,NHL Event X,NHL Event Y,NHL Event Zone,NHL Faceoff For Shot,NHL Faceoff Loser,NHL Faceoff Losing Team,NHL Faceoff Result,NHL Faceoff Winner,NHL Faceoff Winning Team,NHL Fenwick,NHL Game Code,NHL Game Date,NHL Goal Assist1,NHL Goal Assist2,NHL IsAwarded,NHL IsEmptyNet,NHL IsExtraAttacker,NHL Goalie Scored Against,NHL Goal Scorer,NHL GoalZone,NHL Home Team,NHL Penalty Type,NHL Penalty Duration,NHL Penalty Served By,NHL Poss Percent Against,NHL Poss Percent For,NHL Primary Team,NHL Primary Team Player,NHL Primary Team Player Hand,NHL Season,NHL Secondary Team,NHL Secondary Team Player,NHL Secondary Team Player Hand,NHL Shift Duration,NHL Shift Seconds,NHL Shift End,NHL Shift Start,NHL Shot Creates Rebound,NHL IsPenaltyShot,NHL IsShootout,NHL Shot Miss Creates Shot,NHL Shot Off Faceoff,NHL Shot Off Miss,NHL Shot Off Rebound,NHL Shot Reason,NHL Shots Against,NHL Shot Scoring Weight,NHL Shots For,NHL Shots Total,NHL Shot Type,NHL SNB Against,NHL SNB For,NHL SNB Total,NHL Stop Primary,NHL Stop Secondary,NHL Zone Finish,NHL Zone Start,Offense Team Abrv,Offense Team Name,Offense Team Org,OffensiveTeam,Player Minutes Defensive,Player Minutes Offensive,Player Touches,Quarter,X Result,Chance Type,GameClockDuration,GameClockInSecs,GameClockOut,GameClockOutSecs,GoodTeach,ImportClipType,Location,Meeting?,NonScoutedScore,OddManRush,Penalty Call,PKZCNextTime,Player1,Player2,Player3,Player4,Player5,Practice Drill,Primary Assist,ScoutedScore,ScoutedScoreDif,Secondary Assist,Shot Type,System,Type,CWL,DZTime,Forehand Backhand,InZoneOrigin,MPM 1a,MPM -1a,MPM 1b,MPM -1b,MPM 1c,MPM -1c,MPM 1d,MPM 3,MPM -3,MPM 5,MPM -5,MPM -1d,NZTime,OZTime,PKZCNext,PKZC Origin,WWL,TagAndDistribute00,TagAndDistribute01,TagAndDistribute02,TagAndDistribute03,TagAndDistribute04,TagAndDistribute05,TagAndDistribute06,TagAndDistribute07,TagAndDistribute08,TagAndDistribute09,TagAndDistribute10,TagAndDistribute11,TagAndDistribute12,TagAndDistribute13,TagAndDistribute14,TagAndDistribute15,TagAndDistribute16,TagAndDistribute17,TagAndDistribute18,TagAndDistribute19,GameDate_TOI,OpponentTeam_TOI,Period_TOI,PlayerName_TOI,ScoutedTeam_TOI,ScoutedWinger,ShiftDuration_TOI,ShiftDurationSec_TOI,ShiftEnd_TOI,ShiftEndSec_TOI,ShiftStart_TOI,ShiftStartSec_TOI,Strength_TOI,Player Participation Defense,Player Participation Offense
1,"GM34 2019-03-02 Dartmouth at RPI P1, Game 001",Game,Even,,00:30:41.6750000,00:01:04.56,00:31:46.36,1,,,,,,,,,,,,,4d041eee-61df-4194-8576-d783a37346c5,25c26833-eb76-4db6-86bc-78be1b4bde1d,,0,0,0,0,0,0,,0,4D041EEE-61DF-4194-8576-D783A37346C5,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:04.9320000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"GM34 2019-03-02 Dartmouth at RPI P1, Shot Against 001",Shot Against,Even,,00:00:13.9810000,00:01:04.56,00:01:18.55,1,,wide,,,19:52,,,,rush,,,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory",240b68bf-9eb5-4a63-8dc3-08786a76da09,c9bb098f-f14c-4152-b260-3e1df4988161,,0,1192,0,0,0,1192,,0,240B68BF-9EB5-4A63-8DC3-08786A76DA09,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:04.9320000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory"
3,"GM34 2019-03-02 Dartmouth at RPI P1, Shift_TOI 001",Shift_TOI,Even,,00:00:57.1740000,00:01:06.28,00:02:03.38,1,,,,,20:00,,,,,,21 Wiffen,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory",9508c48c-8f05-4dbb-8d94-588a1a656107,63d5dad3-b7ae-472e-b942-5f06318041c6,,0,1200,0,0,0,1200,,0,9508C48C-8F05-4DBB-8D94-588A1A656107,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.4660000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:13,1153,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory"
4,"GM34 2019-03-02 Dartmouth at RPI P1, Shift_TOI 002",Shift_TOI,Even,,00:00:57.1740000,00:01:06.28,00:02:03.38,1,,,,,20:00,,,,,,19 Linden,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory",6ea38a38-957d-4a57-9ee1-ed8b5c38d359,440ff096-cbe7-4686-8a93-683029050070,,0,1200,0,0,0,1200,,0,6EA38A38-957D-4A57-9EE1-ED8B5C38D359,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.4660000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:13,1153,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory"
5,"GM34 2019-03-02 Dartmouth at RPI P1, Shift_TOI 003",Shift_TOI,Even,,00:00:57.1740000,00:01:06.28,00:02:03.38,1,,,,,20:00,,,,,,09 Moore,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory",8b772224-4b06-4fef-916a-fc0a561a36f0,c6be3b90-3fa6-4a9e-936e-5355b065a275,,0,1200,0,0,0,1200,,0,8B772224-4B06-4FEF-916A-FC0A561A36F0,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.4660000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:13,1153,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory"
6,"GM34 2019-03-02 Dartmouth at RPI P1, Shift_TOI 004",Shift_TOI,Even,,00:00:57.1740000,00:01:06.28,00:02:03.38,1,,,,,20:00,,,,,,31 Savory,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory",e443e8bc-5768-4d56-bea7-33566dfd2b38,95f69a4b-92d0-4f97-8ea5-f6fcb1f42e5b,,0,1200,0,0,0,1200,,0,E443E8BC-5768-4D56-BEA7-33566DFD2B38,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.4660000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:13,1153,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09 Moore, 19 Linden, 21 Wiffen, 23 Johnson, 24 Reilly, 31 Savory"
7,"GM34 2019-03-02 Dartmouth at RPI P1, Shift_TOI 005",Shift_TOI,Even,,00:00:37.1200000,00:01:06.32,00:01:43.39,1,,,,,20:00,,,,,,04 Grant,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory",acac321b-90c9-4b72-bc65-627cbd90fa50,4c4dbc1c-cca6-4139-9e65-bcb6347d0b12,,0,1200,0,0,0,1200,,0,ACAC321B-90C9-4B72-BC65-627CBD90FA50,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.5330000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:23,1163,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory"
8,"GM34 2019-03-02 Dartmouth at RPI P1, Shift_TOI 006",Shift_TOI,Even,,00:00:37.1200000,00:01:06.32,00:01:43.39,1,,,,,20:00,,,,,,27 Bear,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory",4e8b6b82-2024-4bed-b218-8bfbf9596367,e8710739-92bb-4e5d-9bc4-f9a4ee6b5466,,0,1200,0,0,0,1200,,0,4E8B6B82-2024-4BED-B218-8BFBF9596367,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.5330000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:23,1163,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory"
9,"GM34 2019-03-02 Dartmouth at RPI P1, TeamShift 001",TeamShift,Even,,00:00:37.0700000,00:01:06.40,00:01:43.44,1,,,,,20:00,,,,,,,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory",e2fd63f8-6a61-4641-aeb1-7e4a0c00c636,53f22707-b9f5-4d87-b505-6eb94c51dc0e,,0,1200,0,0,0,1200,,0,E2FD63F8-6A61-4641-AEB1-7E4A0C00C636,1,0,0,0,EVEN,0,,,,,,,,,,,,,,,,,,00:01:06.6670000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,19:23,1163,,,,,0,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04 Grant, 09 Moore, 19 Linden, 21 Wiffen, 27 Bear, 31 Savory"
10,"GM34 2019-03-02 Dartmouth at RPI P1, SyncPoint 001",SyncPoint,Even,,00:00:02.0020000,00:01:07.23,00:01:09.23,1,,,,,20:00,,,,,,,,347489ec-b495-43a0-b03e-e4917445b721,06a65a14-4f3b-43c6-b649-8efe9527e755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:01:07.3840000,GM34 2019-03-02 Dartmouth at RPI P1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2/2019 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPI,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
