,Game,Period,Time,Event,Poss,EventPoss
1913,1,3,0.03063912,Breakout,RPI,
2342,1,3,0.030683218,Entry,RPI,
406,1,3,0.031204977,Penalty_kill,RPI,
2732,1,3,0.031206713,Goalie_out,RPI,
2592,1,3,0.031227083,Faceoff,RPI,
2352,1,3,0.031251505,Entry,RPI,
3222,1,3,0.031256134,Offensive_zone,RPI,
1922,1,3,0.031264815,Breakout,RPI,
1092,1,3,0.031282176,Shot_for,RPI,RPI
4211,1,3,0.031299769,RPIPoss,RPI,
2803,2,1,0.001021759,Faceoff,,
3353,2,1,0.001043056,NZ_forecheck,,
653,2,1,0.00106481,OppoPoss,Qpac,
441,2,1,0.001092477,Opponent_forecheck,Qpac,
4061,2,1,0.001099537,Opponent_entry,Qpac,
2814,2,1,0.001392014,Faceoff,Qpac,
663,2,1,0.00140509,OppoPoss,Qpac,
3793,2,1,0.001426852,Opponent_breakout,Qpac,
442,2,1,0.001452662,Opponent_forecheck,Qpac,
4071,2,1,0.001459028,Opponent_entry,Qpac,
1104,2,1,0.00150463,RPIPoss,RPI,
1993,2,1,0.001521875,Breakout,RPI,
673,2,1,0.00152199,OppoPoss,Qpac,
3363,2,1,0.001534722,NZ_forecheck,Qpac,
443,2,1,0.001590394,Opponent_forecheck,Qpac,
408,2,1,0.001591551,Opponent_entry,Qpac,
2104,2,1,0.0016331,RPIPoss,RPI,
2003,2,1,0.001703935,Breakout,RPI,
3553,2,1,0.001730903,NZ_offense,RPI,
683,2,1,0.00177546,OppoPoss,Qpac,
2503,2,1,0.001782986,Entry,Qpac,
3373,2,1,0.001794792,NZ_forecheck,Qpac,
444,2,1,0.001843634,Opponent_forecheck,Qpac,
409,2,1,0.001845023,Opponent_entry,Qpac,
3233,2,1,0.001857639,Goalie_touch,Qpac,
3104,2,1,0.00186458,RPIPoss,RPI,
2014,2,1,0.001928241,Breakout,RPI,
693,2,1,0.00193634,OppoPoss,Qpac,
3383,2,1,0.001939352,NZ_forecheck,Qpac,
4101,2,1,0.00196991,RPIPoss,RPI,
410,2,1,0.001972338,Opponent_entry,RPI,
1823,2,1,0.002002894,Takeaway,RPI,Qpac
2514,2,1,0.002007639,Entry,RPI,
703,2,1,0.00202083,OppoPoss,Qpac,
3803,2,1,0.00204213,Opponent_breakout,Qpac,
411,2,1,0.002074653,Opponent_entry,Qpac,
2314,2,1,0.002084954,Defensive_zone,Qpac,
1473,2,1,0.00211343,Shot_against,Qpac,Qpac
1483,2,1,0.00214699,Shot_against,Qpac,Qpac
514,2,1,0.00215394,RPIPoss,RPI,
2023,2,1,0.002192245,Breakout,RPI,
2993,2,1,0.00221713,Forecheck,RPI,
2523,2,1,0.002224653,Entry,RPI,
3663,2,1,0.002271296,Offensive_zone,RPI,
1333,2,1,0.00235995,Shot_for,RPI,RPI
2823,2,1,0.002962731,Faceoff,RPI,
714,2,1,0.00298958,OppoPoss,Qpac,
3393,2,1,0.003011111,NZ_forecheck,Qpac,
445,2,1,0.003049421,Opponent_forecheck,Qpac,
412,2,1,0.003055903,Opponent_entry,Qpac,
2323,2,1,0.003096181,Defensive_zone,Qpac,
3403,2,1,0.003334144,NZ_forecheck,Qpac,
413,2,1,0.003381829,Opponent_entry,Qpac,
446,2,1,0.003418634,Opponent_forecheck,Qpac,
614,2,1,0.0034375,RPIPoss,RPI,
723,2,1,0.00347338,OppoPoss,Qpac,
2333,2,1,0.003496875,Defensive_zone,Qpac,
715,2,1,0.00352431,RPIPoss,RPI,
2033,2,1,0.003594792,Breakout,RPI,
3003,2,1,0.003624306,Forecheck,RPI,
2533,2,1,0.003628356,Entry,RPI,
733,2,1,0.00364583,OppoPoss,Qpac,
3673,2,1,0.003683796,Offensive_zone,Qpac,
1833,2,1,0.00368588,Takeaway,Qpac,Qpac
1343,2,1,0.00369907,Shot_for,Qpac,RPI
814,2,1,0.00379745,RPIPoss,RPI,
1353,2,1,0.00382407,Shot_for,RPI,RPI
3814,2,1,0.003879977,Opponent_breakout,RPI,
743,2,1,0.00388426,OppoPoss,Qpac,
3563,2,1,0.003894792,NZ_offense,Qpac,
914,2,1,0.00390394,RPIPoss,RPI,
2543,2,1,0.003929745,Entry,RPI,
753,2,1,0.00393634,OppoPoss,Qpac,
3414,2,1,0.003949421,NZ_forecheck,Qpac,
3014,2,1,0.003975579,Forecheck,Qpac,
3823,2,1,0.004023032,Opponent_breakout,Qpac,
414,2,1,0.004066319,Opponent_entry,Qpac,
3423,2,1,0.004079282,NZ_forecheck,Qpac,
447,2,1,0.004193056,Opponent_forecheck,Qpac,
415,2,1,0.004194097,Opponent_entry,Qpac,
1014,2,1,0.0042037,RPIPoss,RPI,
3243,2,1,0.004208218,Goalie_touch,RPI,
2043,2,1,0.004217824,Breakout,RPI,
763,2,1,0.00422685,OppoPoss,Qpac,
3433,2,1,0.004238773,NZ_forecheck,Qpac,
448,2,1,0.004263773,Opponent_forecheck,Qpac,
416,2,1,0.004265162,Opponent_entry,Qpac,
1114,2,1,0.00429514,RPIPoss,RPI,
1743,2,1,0.004297801,Giveaway,RPI,Qpac
2343,2,1,0.004356713,Defensive_zone,RPI,
1753,2,1,0.004380093,Giveaway,RPI,Qpac
773,2,1,0.00438889,OppoPoss,Qpac,
1493,2,1,0.00441204,Shot_against,Qpac,Qpac
1503,2,1,0.00445602,Shot_against,Qpac,Qpac
1214,2,1,0.00461921,RPIPoss,RPI,
1843,2,1,0.004623843,Takeaway,RPI,Qpac
2053,2,1,0.004644907,Breakout,RPI,
783,2,1,0.00465741,OppoPoss,Qpac,
1763,2,1,0.004666204,Giveaway,Qpac,Qpac
1314,2,1,0.00469097,RPIPoss,RPI,
3573,2,1,0.004700579,NZ_offense,RPI,
3023,2,1,0.004715046,Forecheck,RPI,
2553,2,1,0.004717014,Entry,RPI,
793,2,1,0.00473958,OppoPoss,Qpac,
3833,2,1,0.00477338,Opponent_breakout,Qpac,
417,2,1,0.004803588,Opponent_entry,Qpac,
449,2,1,0.004830208,Opponent_forecheck,Qpac,
1414,2,1,0.00483912,RPIPoss,RPI,
2063,2,1,0.004887037,Breakout,RPI,
803,2,1,0.00490278,OppoPoss,Qpac,
1773,2,1,0.004908681,Giveaway,Qpac,Qpac
3443,2,1,0.00491412,NZ_forecheck,Qpac,
418,2,1,0.004934144,Opponent_entry,Qpac,
1853,2,1,0.004947106,Takeaway,Qpac,Qpac
2073,2,1,0.004957755,Breakout,Qpac,
3453,2,1,0.004971528,NZ_forecheck,Qpac,
450,2,1,0.005025347,Opponent_forecheck,Qpac,
419,2,1,0.005026968,Opponent_entry,Qpac,
2353,2,1,0.00516331,Defensive_zone,Qpac,
1514,2,1,0.00516551,Shot_against,Qpac,Qpac
1523,2,1,0.00521991,Shot_against,Qpac,Qpac
1515,2,1,0.00522106,RPIPoss,RPI,
2833,2,1,0.005602199,Faceoff,RPI,
2363,2,1,0.005615278,Defensive_zone,RPI,
815,2,1,0.00562731,OppoPoss,Qpac,
1533,2,1,0.00562847,Shot_against,Qpac,Qpac
1614,2,1,0.00566319,RPIPoss,RPI,
1783,2,1,0.005664236,Giveaway,RPI,Qpac
2083,2,1,0.005696412,Breakout,RPI,
3033,2,1,0.00571794,Forecheck,RPI,
2563,2,1,0.00572037,Entry,RPI,
3683,2,1,0.005752662,Offensive_zone,RPI,
1863,2,1,0.00575463,Takeaway,RPI,Qpac
823,2,1,0.00579051,OppoPoss,Qpac,
3043,2,1,0.005826968,Forecheck,Qpac,
3843,2,1,0.005856713,Opponent_breakout,Qpac,
451,2,1,0.005880324,Opponent_forecheck,Qpac,
420,2,1,0.005881829,Opponent_entry,Qpac,
3253,2,1,0.005895949,Goalie_touch,Qpac,
2843,2,1,0.00625,Faceoff,Qpac,
3463,2,1,0.006266088,NZ_forecheck,Qpac,
1714,2,1,0.0062963,RPIPoss,RPI,
833,2,1,0.00630093,OppoPoss,Qpac,
452,2,1,0.006335185,Opponent_forecheck,Qpac,
421,2,1,0.0063375,Opponent_entry,Qpac,
2373,2,1,0.006447917,Defensive_zone,Qpac,
1543,2,1,0.00645255,Shot_against,Qpac,Qpac
1814,2,1,0.00649653,RPIPoss,RPI,
843,2,1,0.00653356,OppoPoss,Qpac,
1553,2,1,0.00655208,Shot_against,Qpac,Qpac
1914,2,1,0.00656713,RPIPoss,RPI,
2853,2,1,0.00703831,Faceoff,RPI,
2383,2,1,0.007042593,Defensive_zone,RPI,
853,2,1,0.00704398,OppoPoss,Qpac,
1563,2,1,0.00705324,Shot_against,Qpac,Qpac
1573,2,1,0.0071331,Shot_against,Qpac,Qpac
1873,2,1,0.007293866,Takeaway,Qpac,Qpac
2093,2,1,0.007316898,Breakout,Qpac,
422,2,1,0.007350926,Opponent_entry,Qpac,
453,2,1,0.007363542,Opponent_forecheck,Qpac,
2863,2,1,0.008416898,Faceoff,Qpac,
863,2,1,0.00841898,OppoPoss,Qpac,
3473,2,1,0.008432523,NZ_forecheck,Qpac,
454,2,1,0.008441204,Opponent_forecheck,Qpac,
423,2,1,0.008443403,Opponent_entry,Qpac,
2015,2,1,0.00851157,RPIPoss,RPI,
2105,2,1,0.008535532,Breakout,RPI,
873,2,1,0.0085544,OppoPoss,Qpac,
2114,2,1,0.0085706,RPIPoss,RPI,
1883,2,1,0.008578588,Takeaway,RPI,Qpac
3053,2,1,0.008591898,Forecheck,RPI,
2573,2,1,0.00859375,Entry,RPI,
883,2,1,0.00861227,OppoPoss,Qpac,
3853,2,1,0.008774884,Opponent_breakout,Qpac,
455,2,1,0.008808565,Opponent_forecheck,Qpac,
424,2,1,0.008812037,Opponent_entry,Qpac,
2214,2,1,0.00882292,RPIPoss,RPI,
2873,2,1,0.009203935,Faceoff,RPI,
893,2,1,0.00920833,OppoPoss,Qpac,
3483,2,1,0.009254167,NZ_forecheck,Qpac,
456,2,1,0.009286111,Opponent_forecheck,Qpac,
425,2,1,0.009287847,Opponent_entry,Qpac,
2393,2,1,0.009311343,Defensive_zone,Qpac,
2315,2,1,0.00943519,RPIPoss,RPI,
2115,2,1,0.00943912,Breakout,RPI,
903,2,1,0.0094456,OppoPoss,Qpac,
3493,2,1,0.009450926,NZ_forecheck,Qpac,
426,2,1,0.009483912,Opponent_entry,Qpac,
2403,2,1,0.00950544,Defensive_zone,Qpac,
1583,2,1,0.00952662,Shot_against,Qpac,Qpac
2414,2,1,0.00953125,RPIPoss,RPI,
915,2,1,0.00958565,OppoPoss,Qpac,
1593,2,1,0.00963542,Shot_against,Qpac,Qpac
1603,2,1,0.00965741,Shot_against,Qpac,Qpac
2123,2,1,0.009682755,Breakout,Qpac,
2583,2,1,0.009740278,Entry,Qpac,
2883,2,1,0.010155093,Faceoff,Qpac,
2415,2,1,0.010164815,Defensive_zone,Qpac,
923,2,1,0.01016898,OppoPoss,Qpac,
2515,2,1,0.01022338,RPIPoss,RPI,
2133,2,1,0.010237847,Breakout,RPI,
3063,2,1,0.010261343,Forecheck,RPI,
2593,2,1,0.010270139,Entry,RPI,
933,2,1,0.01029167,OppoPoss,Qpac,
3863,2,1,0.010336458,Opponent_breakout,Qpac,
457,2,1,0.010353241,Opponent_forecheck,Qpac,
3263,2,1,0.01036331,Goalie_touch,Qpac,
427,2,1,0.010370486,Opponent_entry,Qpac,
2614,2,1,0.01037384,RPIPoss,RPI,
2143,2,1,0.010431944,Breakout,RPI,
2603,2,1,0.010455671,Entry,RPI,
3693,2,1,0.010464931,Offensive_zone,RPI,
1363,2,1,0.01049884,Shot_for,RPI,RPI
943,2,1,0.01052199,OppoPoss,Qpac,
3873,2,1,0.010538889,Opponent_breakout,Qpac,
2714,2,1,0.01056829,RPIPoss,RPI,
3583,2,1,0.010571296,NZ_offense,RPI,
3073,2,1,0.010615162,Forecheck,RPI,
2615,2,1,0.010616898,Entry,RPI,
953,2,1,0.01061921,OppoPoss,Qpac,
1893,2,1,0.010651736,Takeaway,Qpac,Qpac
3883,2,1,0.010695833,Opponent_breakout,Qpac,
428,2,1,0.010718403,Opponent_entry,Qpac,
2423,2,1,0.010723727,Defensive_zone,Qpac,
1615,2,1,0.01075579,Shot_against,Qpac,Qpac
3273,2,1,0.010778241,Goalie_touch,Qpac,
2815,2,1,0.01084838,RPIPoss,RPI,
2153,2,1,0.010861343,Breakout,RPI,
963,2,1,0.01087153,OppoPoss,Qpac,
3503,2,1,0.010883912,NZ_forecheck,Qpac,
458,2,1,0.010932639,Opponent_forecheck,Qpac,
429,2,1,0.010939815,Opponent_entry,Qpac,
2914,2,1,0.01097569,RPIPoss,RPI,
973,2,1,0.01102431,OppoPoss,Qpac,
1793,2,1,0.011032523,Giveaway,Qpac,Qpac
1623,2,1,0.01103588,Shot_against,Qpac,Qpac
3015,2,1,0.01105556,RPIPoss,RPI,
1633,2,1,0.01105671,Shot_against,RPI,Qpac
3283,2,1,0.011070139,Goalie_touch,RPI,
2893,2,1,0.011469444,Faceoff,RPI,
983,2,1,0.01148611,OppoPoss,Qpac,
2433,2,1,0.011487269,Defensive_zone,Qpac,
2163,2,1,0.011542014,Breakout,Qpac,
3114,2,1,0.01154398,RPIPoss,RPI,
1903,2,1,0.01155162,Takeaway,RPI,Qpac
2623,2,1,0.011567245,Entry,RPI,
3703,2,1,0.011580556,Offensive_zone,RPI,
993,2,1,0.01158102,OppoPoss,Qpac,
1373,2,1,0.01158912,Shot_for,Qpac,RPI
3214,2,1,0.0116794,RPIPoss,RPI,
1915,2,1,0.011682292,Takeaway,RPI,Qpac
1003,2,1,0.0116956,OppoPoss,Qpac,
3893,2,1,0.011725116,Opponent_breakout,Qpac,
430,2,1,0.011749653,Opponent_entry,Qpac,
2443,2,1,0.011754514,Defensive_zone,Qpac,
1643,2,1,0.01178819,Shot_against,Qpac,Qpac
3314,2,1,0.01180671,RPIPoss,RPI,
1015,2,1,0.01181134,OppoPoss,Qpac,
2173,2,1,0.011834606,Breakout,Qpac,
3514,2,1,0.011868403,NZ_forecheck,Qpac,
431,2,1,0.011880671,Opponent_entry,Qpac,
2453,2,1,0.011921528,Defensive_zone,Qpac,
1923,2,1,0.011935648,Takeaway,Qpac,Qpac
2183,2,1,0.011973495,Breakout,Qpac,
3083,2,1,0.012007407,Forecheck,Qpac,
2633,2,1,0.012015162,Entry,Qpac,
3523,2,1,0.0120625,NZ_forecheck,Qpac,
459,2,1,0.012107986,Opponent_forecheck,Qpac,
432,2,1,0.012118866,Opponent_entry,Qpac,
3415,2,1,0.01214583,RPIPoss,RPI,
2193,2,1,0.012156829,Breakout,RPI,
3093,2,1,0.012180787,Forecheck,RPI,
2643,2,1,0.012187963,Entry,RPI,
1023,2,1,0.01228704,OppoPoss,Qpac,
3714,2,1,0.012366319,Offensive_zone,Qpac,
1933,2,1,0.012373148,Takeaway,Qpac,Qpac
3515,2,1,0.01238889,RPIPoss,RPI,
1383,2,1,0.0125463,Shot_for,RPI,RPI
3903,2,1,0.01258287,Opponent_breakout,RPI,
3593,2,1,0.012595023,NZ_offense,RPI,
3105,2,1,0.012656597,Forecheck,RPI,
2653,2,1,0.012664583,Entry,RPI,
1033,2,1,0.01266667,OppoPoss,Qpac,
3533,2,1,0.012674306,NZ_forecheck,Qpac,
3614,2,1,0.01280324,RPIPoss,RPI,
1043,2,1,0.0128287,OppoPoss,Qpac,
3914,2,1,0.012860301,Opponent_breakout,Qpac,
1053,2,1,0.0129294,OppoPoss,Qpac,
433,2,1,0.012955324,Opponent_entry,Qpac,
3715,2,1,0.01296412,RPIPoss,RPI,
3603,2,1,0.012965972,NZ_offense,RPI,
1063,2,1,0.0129919,OppoPoss,Qpac,
460,2,1,0.013021991,Opponent_forecheck,Qpac,
2463,2,1,0.01306956,Defensive_zone,Qpac,
1653,2,1,0.01307292,Shot_against,Qpac,Qpac
2903,2,1,0.014391898,Faceoff,Qpac,
3815,2,1,0.01442361,RPIPoss,RPI,
2203,2,1,0.014460764,Breakout,RPI,
1803,2,1,0.014481134,Giveaway,RPI,Qpac
3543,2,1,0.014504051,NZ_forecheck,RPI,
434,2,1,0.014506713,Opponent_entry,RPI,
3615,2,1,0.014526736,NZ_offense,RPI,
3115,2,1,0.014552315,Forecheck,RPI,
2663,2,1,0.014560301,Entry,RPI,
1073,2,1,0.01457755,OppoPoss,Qpac,
1943,2,1,0.014633333,Takeaway,Qpac,Qpac
3923,2,1,0.014655324,Opponent_breakout,Qpac,
435,2,1,0.014666088,Opponent_entry,Qpac,
2473,2,1,0.01467037,Defensive_zone,Qpac,
1663,2,1,0.01469097,Shot_against,Qpac,Qpac
2915,2,1,0.015058565,Faceoff,Qpac,
1083,2,1,0.01507292,OppoPoss,Qpac,
2483,2,1,0.01508125,Defensive_zone,Qpac,
1673,2,1,0.01508796,Shot_against,Qpac,Qpac
3915,2,1,0.01513079,RPIPoss,RPI,
1815,2,1,0.015156597,Giveaway,RPI,Qpac
1093,2,1,0.01518519,OppoPoss,Qpac,
1683,2,1,0.01519907,Shot_against,Qpac,Qpac
1693,2,1,0.01535185,Shot_against,Qpac,Qpac
1703,2,1,0.01544444,Shot_against,Qpac,Qpac
1715,2,1,0.01557986,Shot_against,Qpac,Qpac
2215,2,1,0.015591319,Breakout,Qpac,
4013,2,1,0.01559259,RPIPoss,RPI,
2673,2,1,0.015629861,Entry,RPI,
3723,2,1,0.015640046,Offensive_zone,RPI,
1105,2,1,0.01565394,OppoPoss,Qpac,
4112,2,1,0.01569907,RPIPoss,RPI,
1115,2,1,0.01575926,OppoPoss,Qpac,
3123,2,1,0.015780556,Forecheck,Qpac,
4212,2,1,0.01580208,RPIPoss,RPI,
1123,2,1,0.01581713,OppoPoss,Qpac,
3933,2,1,0.015860069,Opponent_breakout,Qpac,
461,2,1,0.015941782,Opponent_forecheck,Qpac,
436,2,1,0.015944097,Opponent_entry,Qpac,
2493,2,1,0.016011574,Defensive_zone,Qpac,
1723,2,1,0.0160787,Shot_against,Qpac,Qpac
4312,2,1,0.01611343,RPIPoss,RPI,
1133,2,1,0.01613657,OppoPoss,Qpac,
1733,2,1,0.01614005,Shot_against,Qpac,Qpac
4412,2,1,0.01623958,RPIPoss,RPI,
2223,2,1,0.016264815,Breakout,RPI,
3133,2,1,0.01629919,Forecheck,RPI,
2683,2,1,0.016308218,Entry,RPI,
1143,2,1,0.01631366,OppoPoss,Qpac,
3942,2,1,0.01634838,Opponent_breakout,Qpac,
437,2,1,0.016395255,Opponent_entry,Qpac,
2233,2,1,0.01642581,Breakout,Qpac,
3143,2,1,0.016447801,Forecheck,Qpac,
2693,2,1,0.016450579,Entry,Qpac,
3952,2,1,0.016667593,Opponent_breakout,Qpac,
3623,2,1,0.016690509,NZ_offense,Qpac,
4512,2,1,0.01670139,RPIPoss,RPI,
3153,2,1,0.016749884,Forecheck,RPI,
2703,2,1,0.016753125,Entry,RPI,
1153,2,1,0.01678472,OppoPoss,Qpac,
3962,2,1,0.016796875,Opponent_breakout,Qpac,
462,2,1,0.016854977,Opponent_forecheck,Qpac,
438,2,1,0.016857639,Opponent_entry,Qpac,
4612,2,1,0.01690162,RPIPoss,RPI,
2243,2,1,0.016934144,Breakout,RPI,
1163,2,1,0.01699653,OppoPoss,Qpac,
464,2,1,0.017008565,Penalty,Qpac,
466,2,1,0.018141551,Power_play,Qpac,
2923,2,1,0.018153241,Faceoff,Qpac,
1173,2,1,0.01818287,OppoPoss,Qpac,
3972,2,1,0.01819838,Opponent_breakout,Qpac,
3633,2,1,0.018206944,NZ_offense,Qpac,
4712,2,1,0.01822917,RPIPoss,RPI,
3163,2,1,0.018299884,Forecheck,RPI,
2715,2,1,0.018303125,Entry,RPI,
1183,2,1,0.01833912,OppoPoss,Qpac,
3733,2,1,0.018349653,Offensive_zone,Qpac,
1953,2,1,0.018357407,Takeaway,Qpac,Qpac
4812,2,1,0.01840278,RPIPoss,RPI,
1393,2,1,0.01846296,Shot_for,RPI,RPI
2933,2,1,0.018951505,Faceoff,RPI,
3743,2,1,0.018964931,Offensive_zone,RPI,
4911,2,1,0.01897569,RPIPoss,RPI,
1403,2,1,0.0190081,Shot_for,RPI,RPI
1193,2,1,0.01901852,OppoPoss,Qpac,
3643,2,1,0.019033218,NZ_offense,Qpac,
503,2,1,0.01903935,RPIPoss,RPI,
3173,2,1,0.019099074,Forecheck,RPI,
2723,2,1,0.019109606,Entry,RPI,
1203,2,1,0.01914468,OppoPoss,Qpac,
3982,2,1,0.019193287,Opponent_breakout,Qpac,
3293,2,1,0.019252083,Goalie_touch,Qpac,
515,2,1,0.01926042,RPIPoss,RPI,
2253,2,1,0.019294444,Breakout,RPI,
3183,2,1,0.019367824,Forecheck,RPI,
2733,2,1,0.019376042,Entry,RPI,
1215,2,1,0.01939236,OppoPoss,Qpac,
3753,2,1,0.019460301,Offensive_zone,Qpac,
523,2,1,0.01946759,RPIPoss,RPI,
1415,2,1,0.01951736,Shot_for,RPI,RPI
1223,2,1,0.01958912,OppoPoss,Qpac,
533,2,1,0.0196412,RPIPoss,RPI,
3992,2,1,0.019808449,Opponent_breakout,RPI,
1233,2,1,0.0198669,OppoPoss,Qpac,
3303,2,1,0.019876968,Goalie_touch,Qpac,
2263,2,1,0.019901157,Breakout,Qpac,
3193,2,1,0.019956597,Forecheck,Qpac,
2743,2,1,0.019959491,Entry,Qpac,
543,2,1,0.02000347,RPIPoss,RPI,
3763,2,1,0.020035185,Offensive_zone,RPI,
1963,2,1,0.020037153,Takeaway,RPI,Qpac
1423,2,1,0.02015278,Shot_for,RPI,RPI
1243,2,1,0.02018981,OppoPoss,Qpac,
1973,2,1,0.020209606,Takeaway,Qpac,Qpac
553,2,1,0.02023148,RPIPoss,RPI,
1433,2,1,0.02031829,Shot_for,RPI,RPI
1253,2,1,0.02040741,OppoPoss,Qpac,
1983,2,1,0.020422569,Takeaway,Qpac,Qpac
563,2,1,0.0204919,RPIPoss,RPI,
4002,2,1,0.02053912,Opponent_breakout,RPI,
439,2,1,0.020570949,Opponent_entry,RPI,
2943,2,1,0.02098669,Faceoff,RPI,
1263,2,1,0.021,OppoPoss,Qpac,
4014,2,1,0.021025463,Opponent_breakout,Qpac,
573,2,1,0.02105556,RPIPoss,RPI,
2953,2,1,0.021636458,Faceoff,RPI,
3653,2,1,0.021657639,NZ_offense,RPI,
583,2,1,0.02170486,RPIPoss,RPI,
3203,2,1,0.021715278,Forecheck,RPI,
2753,2,1,0.021718866,Entry,RPI,
1273,2,1,0.02175116,OppoPoss,Qpac,
4022,2,1,0.021806134,Opponent_breakout,Qpac,
463,2,1,0.021840856,Opponent_forecheck,Qpac,
440,2,1,0.021842593,Opponent_entry,Qpac,
593,2,1,0.02187963,RPIPoss,RPI,
2273,2,1,0.02192338,Breakout,RPI,
2763,2,1,0.021956829,Entry,RPI,
3773,2,1,0.021962153,Offensive_zone,RPI,
1443,2,1,0.02198148,Shot_for,RPI,RPI
1453,2,1,0.02199769,Shot_for,RPI,RPI
465,2,1,0.022048843,Penalty,RPI,
467,2,1,0.02243588,Power_play,RPI,
2963,2,1,0.022454051,Faceoff,RPI,
1283,2,1,0.02247917,OppoPoss,Qpac,
4032,2,1,0.022490856,Opponent_breakout,Qpac,
3315,2,1,0.022525,Goalie_touch,Qpac,
603,2,1,0.02253356,RPIPoss,RPI,
2283,2,1,0.022559838,Breakout,RPI,
2773,2,1,0.022653588,Entry,RPI,
2973,2,1,0.022907986,Faceoff,RPI,
1293,2,1,0.02293056,OppoPoss,Qpac,
615,2,1,0.02297338,RPIPoss,RPI,
3323,2,1,0.022975347,Goalie_touch,RPI,
2293,2,1,0.022998727,Breakout,RPI,
3215,2,1,0.023057639,Forecheck,RPI,
2783,2,1,0.023059838,Entry,RPI,
1303,2,1,0.02309375,OppoPoss,Qpac,
2983,2,1,0.023314352,Faceoff,Qpac,
3783,2,1,0.023334606,Offensive_zone,Qpac,
623,2,1,0.02335648,RPIPoss,RPI,
1315,2,1,0.02335995,OppoPoss,Qpac,
633,2,1,0.02338542,RPIPoss,RPI,
1463,2,1,0.02361458,Shot_for,RPI,RPI
4041,2,1,0.023693519,Opponent_breakout,RPI,
1323,2,1,0.02370486,OppoPoss,Qpac,
3333,2,1,0.023773958,Goalie_touch,Qpac,
643,2,1,0.02377431,RPIPoss,RPI,
2303,2,1,0.023800579,Breakout,RPI,
3223,2,1,0.023927083,Forecheck,RPI,
2793,2,1,0.023940625,Entry,RPI,
4051,2,1,0.023984028,Opponent_breakout,RPI,
3343,2,1,0.024022685,Goalie_touch,RPI,
4551,2,2,0.000524421,Power_play,,
2604,2,2,0.000546759,Faceoff,,
1106,2,2,0.00055498,RPIPoss,RPI,
3324,2,2,0.000571875,NZ_offense,RPI,
604,2,2,0.00060313,OppoPoss,Qpac,
2106,2,2,0.00068727,RPIPoss,RPI,
2804,2,2,0.000699074,Forecheck,RPI,
616,2,2,0.00073981,OppoPoss,Qpac,
2816,2,2,0.000745139,Forecheck,Qpac,
3684,2,2,0.00076875,Opponent_breakout,Qpac,
3334,2,2,0.000781134,NZ_offense,Qpac,
2824,2,2,0.000788889,Forecheck,Qpac,
2274,2,2,0.000791435,Entry,Qpac,
3694,2,2,0.000870486,Opponent_breakout,Qpac,
4003,2,2,0.000903241,Opponent_entry,Qpac,
4321,2,2,0.000987153,Opponent_forecheck,Qpac,
3106,2,2,0.00098866,RPIPoss,RPI,
1724,2,2,0.000998148,Breakout,RPI,
3194,2,2,0.001023264,NZ_forecheck,RPI,
624,2,2,0.00103414,OppoPoss,Qpac,
3344,2,2,0.001055324,NZ_offense,Qpac,
4102,2,2,0.00105648,RPIPoss,RPI,
2284,2,2,0.001057176,Entry,RPI,
634,2,2,0.0010772,OppoPoss,Qpac,
1616,2,2,0.001079398,Giveaway,Qpac,RPI
2834,2,2,0.001104282,Forecheck,Qpac,
3704,2,2,0.001181944,Opponent_breakout,Qpac,
4331,2,2,0.001197338,Opponent_forecheck,Qpac,
4015,2,2,0.001204051,Opponent_entry,Qpac,
516,2,2,0.00120648,RPIPoss,RPI,
3094,2,2,0.001218981,Goalie_touch,RPI,
2616,2,2,0.001528356,Faceoff,RPI,
2044,2,2,0.001541088,Defensive_zone,RPI,
644,2,2,0.00156192,OppoPoss,Qpac,
1734,2,2,0.001751389,Breakout,Qpac,
2294,2,2,0.001776157,Entry,Qpac,
3464,2,2,0.001788773,Offensive_zone,Qpac,
617,2,2,0.00184132,RPIPoss,RPI,
654,2,2,0.00186875,OppoPoss,Qpac,
3716,2,2,0.001923264,Opponent_breakout,Qpac,
3354,2,2,0.002008333,NZ_offense,Qpac,
4023,2,2,0.002014931,Opponent_entry,Qpac,
716,2,2,0.00201713,RPIPoss,RPI,
2304,2,2,0.002040972,Entry,RPI,
3474,2,2,0.002074074,Offensive_zone,RPI,
1344,2,2,0.00211343,Shot_against,RPI,Qpac
1354,2,2,0.00214699,Shot_against,RPI,Qpac
664,2,2,0.00217824,OppoPoss,Qpac,
816,2,2,0.00225718,RPIPoss,RPI,
3724,2,2,0.002341435,Opponent_breakout,RPI,
4033,2,2,0.002355787,Opponent_entry,RPI,
1204,2,2,0.00235995,Shot_for,RPI,RPI
2054,2,2,0.002366088,Defensive_zone,RPI,
674,2,2,0.00239873,OppoPoss,Qpac,
4491,2,2,0.002430556,Penalty,Qpac,
4561,2,2,0.002929861,Power_play,Qpac,
2624,2,2,0.002941319,Faceoff,Qpac,
3484,2,2,0.002965972,Offensive_zone,Qpac,
916,2,2,0.00297859,RPIPoss,RPI,
3734,2,2,0.00301169,Opponent_breakout,RPI,
1744,2,2,0.003080903,Breakout,RPI,
2844,2,2,0.003140741,Forecheck,RPI,
2316,2,2,0.00315,Entry,RPI,
3494,2,2,0.003196296,Offensive_zone,RPI,
3744,2,2,0.003418403,Opponent_breakout,RPI,
684,2,2,0.00342789,OppoPoss,Qpac,
1016,2,2,0.00347199,RPIPoss,RPI,
