,Game,Period,Time,Event,Poss,EventPoss
4183,3,1,0.001008218,Opponent_entry,Harvard,
2446,3,1,0.001125926,Defensive_zone,Harvard,
3466,3,1,0.001137384,Goalie_touch,Harvard,
1586,3,1,0.00114329,Shot_against,Harvard,Harvard
3046,3,1,0.001526852,Faceoff,Harvard,
2456,3,1,0.001539468,Defensive_zone,Harvard,
736,3,1,0.00154132,OppoPoss,Harvard,
1120,3,1,0.00157431,RPIPoss,RPI,
746,3,1,0.001614,OppoPoss,Harvard,
2120,3,1,0.00165637,RPIPoss,RPI,
1946,3,1,0.001667245,Takeaway,RPI,Harvard
1826,3,1,0.001736458,Giveaway,RPI,RPI
2146,3,1,0.001796065,Breakout,RPI,
3276,3,1,0.001822222,Forecheck,RPI,
2736,3,1,0.001834259,Entry,RPI,
756,3,1,0.00186817,OppoPoss,Harvard,
3965,3,1,0.001902546,Opponent_breakout,Harvard,
4193,3,1,0.001915972,Opponent_entry,Harvard,
2466,3,1,0.001925926,Defensive_zone,Harvard,
3120,3,1,0.001961,RPIPoss,RPI,
3476,3,1,0.001971644,Goalie_touch,RPI,
1596,3,1,0.00197188,Shot_against,RPI,Harvard
766,3,1,0.00200613,OppoPoss,Harvard,
4106,3,1,0.00203715,RPIPoss,RPI,
2156,3,1,0.002039931,Breakout,RPI,
776,3,1,0.00206609,OppoPoss,Harvard,
1836,3,1,0.002078241,Giveaway,Harvard,RPI
2746,3,1,0.002090046,Entry,Harvard,
3556,3,1,0.002107176,NZ_forecheck,Harvard,
4533,3,1,0.002168056,Opponent_forecheck,Harvard,
520,3,1,0.00216817,RPIPoss,RPI,
4203,3,1,0.002169676,Opponent_entry,RPI,
786,3,1,0.00221273,OppoPoss,Harvard,
3566,3,1,0.002217014,NZ_forecheck,Harvard,
4543,3,1,0.002251157,Opponent_forecheck,Harvard,
4217,3,1,0.002257407,Opponent_entry,Harvard,
620,3,1,0.00228565,RPIPoss,RPI,
796,3,1,0.00229595,OppoPoss,Harvard,
2476,3,1,0.002304514,Defensive_zone,Harvard,
720,3,1,0.00237836,RPIPoss,RPI,
2166,3,1,0.002400694,Breakout,RPI,
3286,3,1,0.002424306,Forecheck,RPI,
2756,3,1,0.002435764,Entry,RPI,
806,3,1,0.00245648,OppoPoss,Harvard,
3975,3,1,0.00256956,Opponent_breakout,Harvard,
4553,3,1,0.00259456,Opponent_forecheck,Harvard,
820,3,1,0.00259583,RPIPoss,RPI,
4223,3,1,0.002596528,Opponent_entry,RPI,
2176,3,1,0.00266713,Breakout,RPI,
2766,3,1,0.002688542,Entry,RPI,
4691,3,1,0.002696875,Penalty,RPI,
4751,3,1,0.003047338,Power_play,RPI,
3056,3,1,0.003059491,Faceoff,RPI,
920,3,1,0.00306632,RPIPoss,RPI,
3796,3,1,0.003072338,Offensive_zone,RPI,
1426,3,1,0.00314618,Shot_for,RPI,RPI
1956,3,1,0.003171528,Takeaway,RPI,Harvard
8110,3,1,0.00317697,OppoPoss,Harvard,
3985,3,1,0.003186574,Opponent_breakout,Harvard,
1020,3,1,0.00321979,RPIPoss,RPI,
3486,3,1,0.003234606,Goalie_touch,RPI,
4563,3,1,0.003252662,Opponent_forecheck,RPI,
2186,3,1,0.003290278,Breakout,RPI,
826,3,1,0.00332396,OppoPoss,Harvard,
2776,3,1,0.00332662,Entry,Harvard,
1846,3,1,0.003337963,Giveaway,Harvard,RPI
1126,3,1,0.00336181,RPIPoss,RPI,
3726,3,1,0.003368056,NZ_offense,RPI,
1220,3,1,0.00345035,RPIPoss,RPI,
2786,3,1,0.003464583,Entry,RPI,
3806,3,1,0.003497222,Offensive_zone,RPI,
836,3,1,0.00349861,OppoPoss,Harvard,
1856,3,1,0.003498958,Giveaway,Harvard,RPI
1966,3,1,0.003523958,Takeaway,Harvard,Harvard
1320,3,1,0.0035463,RPIPoss,RPI,
1436,3,1,0.00364479,Shot_for,RPI,RPI
3066,3,1,0.003940278,Faceoff,RPI,
1420,3,1,0.00396956,RPIPoss,RPI,
38110,3,1,0.003970255,Offensive_zone,RPI,
1446,3,1,0.00402789,Shot_for,RPI,RPI
846,3,1,0.00403935,OppoPoss,Harvard,
1520,3,1,0.00404514,RPIPoss,RPI,
856,3,1,0.00413333,OppoPoss,Harvard,
1456,3,1,0.00415394,Shot_for,Harvard,RPI
1620,3,1,0.00415903,RPIPoss,RPI,
1466,3,1,0.00428819,Shot_for,RPI,RPI
1476,3,1,0.00430301,Shot_for,RPI,RPI
1486,3,1,0.00430532,Shot_for,RPI,RPI
3076,3,1,0.004745833,Faceoff,RPI,
866,3,1,0.00476134,OppoPoss,Harvard,
3576,3,1,0.004761806,NZ_forecheck,Harvard,
4573,3,1,0.004794907,Opponent_forecheck,Harvard,
4233,3,1,0.004796875,Opponent_entry,Harvard,
1720,3,1,0.00483762,RPIPoss,RPI,
2196,3,1,0.00492419,Breakout,RPI,
3296,3,1,0.004933912,Forecheck,RPI,
2796,3,1,0.004936458,Entry,RPI,
3086,3,1,0.005396528,Faceoff,RPI,
1820,3,1,0.00543032,RPIPoss,RPI,
2206,3,1,0.005444792,Breakout,RPI,
3306,3,1,0.005465278,Forecheck,RPI,
2806,3,1,0.005468866,Entry,RPI,
876,3,1,0.00551042,OppoPoss,Harvard,
3995,3,1,0.005602431,Opponent_breakout,Harvard,
4583,3,1,0.005608681,Opponent_forecheck,Harvard,
4243,3,1,0.005615509,Opponent_entry,Harvard,
3096,3,1,0.005915972,Faceoff,Harvard,
886,3,1,0.0059375,OppoPoss,Harvard,
4005,3,1,0.00600706,Opponent_breakout,Harvard,
1920,3,1,0.00602361,RPIPoss,RPI,
1976,3,1,0.006031134,Takeaway,RPI,Harvard
3736,3,1,0.006035069,NZ_offense,RPI,
33110,3,1,0.00604294,Forecheck,RPI,
28110,3,1,0.006045833,Entry,RPI,
896,3,1,0.00608785,OppoPoss,Harvard,
4019,3,1,0.006148264,Opponent_breakout,Harvard,
4593,3,1,0.006171644,Opponent_forecheck,Harvard,
4253,3,1,0.006174074,Opponent_entry,Harvard,
2020,3,1,0.00621505,RPIPoss,RPI,
906,3,1,0.00626331,OppoPoss,Harvard,
1866,3,1,0.006265741,Giveaway,Harvard,RPI
2486,3,1,0.006284838,Defensive_zone,Harvard,
2126,3,1,0.00628692,RPIPoss,RPI,
22110,3,1,0.006314699,Breakout,RPI,
9110,3,1,0.00633171,OppoPoss,Harvard,
1986,3,1,0.006336806,Takeaway,Harvard,Harvard
2220,3,1,0.00634549,RPIPoss,RPI,
2826,3,1,0.006358681,Entry,RPI,
3826,3,1,0.006378819,Offensive_zone,RPI,
1496,3,1,0.00639792,Shot_for,RPI,RPI
926,3,1,0.00640556,OppoPoss,Harvard,
4025,3,1,0.006416667,Opponent_breakout,Harvard,
4263,3,1,0.006453356,Opponent_entry,Harvard,
2496,3,1,0.006481829,Defensive_zone,Harvard,
2320,3,1,0.00665567,RPIPoss,RPI,
2226,3,1,0.006666898,Breakout,RPI,
936,3,1,0.00667998,OppoPoss,Harvard,
3586,3,1,0.00668206,NZ_forecheck,Harvard,
4603,3,1,0.006714468,Opponent_forecheck,Harvard,
4273,3,1,0.006716319,Opponent_entry,Harvard,
2420,3,1,0.00675035,RPIPoss,RPI,
2236,3,1,0.006772222,Breakout,RPI,
2836,3,1,0.006788773,Entry,RPI,
3596,3,1,0.006799884,NZ_forecheck,RPI,
946,3,1,0.0068059,OppoPoss,Harvard,
4283,3,1,0.006833681,Opponent_entry,Harvard,
2506,3,1,0.006846065,Defensive_zone,Harvard,
3496,3,1,0.006969213,Goalie_touch,Harvard,
1606,3,1,0.00697303,Shot_against,Harvard,Harvard
2520,3,1,0.0069816,RPIPoss,RPI,
16110,3,1,0.00698681,Shot_against,RPI,Harvard
1626,3,1,0.00699942,Shot_against,RPI,Harvard
956,3,1,0.00714525,OppoPoss,Harvard,
1636,3,1,0.00718403,Shot_against,Harvard,Harvard
31010,3,1,0.007458449,Faceoff,Harvard,
2620,3,1,0.00750428,RPIPoss,RPI,
2246,3,1,0.007538542,Breakout,RPI,
3326,3,1,0.007585995,Forecheck,RPI,
2846,3,1,0.007593056,Entry,RPI,
3836,3,1,0.007618866,Offensive_zone,RPI,
1506,3,1,0.00767315,Shot_for,RPI,RPI
15110,3,1,0.00773854,Shot_for,RPI,RPI
31110,3,1,0.008611458,Faceoff,RPI,
966,3,1,0.00862697,OppoPoss,Harvard,
4035,3,1,0.008669097,Opponent_breakout,Harvard,
4617,3,1,0.008684375,Opponent_forecheck,Harvard,
4293,3,1,0.008686227,Opponent_entry,Harvard,
2720,3,1,0.00870914,RPIPoss,RPI,
3506,3,1,0.008720139,Goalie_touch,RPI,
2256,3,1,0.008768287,Breakout,RPI,
2856,3,1,0.008790162,Entry,RPI,
3846,3,1,0.008799653,Offensive_zone,RPI,
1526,3,1,0.00883657,Shot_for,RPI,RPI
3126,3,1,0.009202778,Faceoff,RPI,
3856,3,1,0.009219213,Offensive_zone,RPI,
2820,3,1,0.00922431,RPIPoss,RPI,
976,3,1,0.00935567,OppoPoss,Harvard,
4044,3,1,0.00935625,Opponent_breakout,Harvard,
4303,3,1,0.009392361,Opponent_entry,Harvard,
3136,3,1,0.009628935,Faceoff,Harvard,
3746,3,1,0.009642593,NZ_offense,Harvard,
2920,3,1,0.00965324,RPIPoss,RPI,
3336,3,1,0.009679745,Forecheck,RPI,
2866,3,1,0.009687847,Entry,RPI,
986,3,1,0.00972396,OppoPoss,Harvard,
1996,3,1,0.009762269,Takeaway,Harvard,Harvard
3866,3,1,0.009773148,Offensive_zone,Harvard,
3020,3,1,0.00978194,RPIPoss,RPI,
996,3,1,0.00987188,OppoPoss,Harvard,
4054,3,1,0.00988912,Opponent_breakout,Harvard,
4317,3,1,0.00992037,Opponent_entry,Harvard,
25110,3,1,0.009933218,Defensive_zone,Harvard,
2006,3,1,0.010015856,Takeaway,Harvard,Harvard
3127,3,1,0.0100272,RPIPoss,RPI,
2266,3,1,0.010028819,Breakout,RPI,
1006,3,1,0.01006991,OppoPoss,Harvard,
1876,3,1,0.010071991,Giveaway,Harvard,RPI
3220,3,1,0.0100816,RPIPoss,RPI,
3606,3,1,0.010085532,NZ_forecheck,RPI,
10110,3,1,0.01009479,OppoPoss,Harvard,
4323,3,1,0.010099074,Opponent_entry,Harvard,
2526,3,1,0.010116898,Defensive_zone,Harvard,
3320,3,1,0.01019965,RPIPoss,RPI,
2276,3,1,0.010212269,Breakout,RPI,
36110,3,1,0.010233449,NZ_forecheck,RPI,
1026,3,1,0.01024421,OppoPoss,Harvard,
4623,3,1,0.010328704,Opponent_forecheck,Harvard,
4333,3,1,0.010336921,Opponent_entry,Harvard,
35110,3,1,0.010393981,Goalie_touch,Harvard,
3420,3,1,0.01039595,RPIPoss,RPI,
2286,3,1,0.010406713,Breakout,RPI,
1036,3,1,0.01041597,OppoPoss,Harvard,
3626,3,1,0.010457292,NZ_forecheck,Harvard,
3346,3,1,0.010503241,Forecheck,Harvard,
20110,3,1,0.010558449,Takeaway,Harvard,Harvard
4064,3,1,0.010651852,Opponent_breakout,Harvard,
4632,3,1,0.010676273,Opponent_forecheck,Harvard,
4343,3,1,0.010683102,Opponent_entry,Harvard,
3526,3,1,0.010699884,Goalie_touch,Harvard,
3520,3,1,0.01071817,RPIPoss,RPI,
2296,3,1,0.010745023,Breakout,RPI,
3356,3,1,0.010780093,Forecheck,RPI,
2876,3,1,0.010788194,Entry,RPI,
1046,3,1,0.0108375,OppoPoss,Harvard,
2026,3,1,0.010860648,Takeaway,Harvard,Harvard
3876,3,1,0.010881366,Offensive_zone,Harvard,
3620,3,1,0.0108912,RPIPoss,RPI,
1886,3,1,0.010937963,Giveaway,RPI,RPI
1056,3,1,0.0109485,OppoPoss,Harvard,
4074,3,1,0.010984838,Opponent_breakout,Harvard,
3720,3,1,0.01099618,RPIPoss,RPI,
3756,3,1,0.011007523,NZ_offense,RPI,
2886,3,1,0.011091898,Entry,RPI,
3886,3,1,0.011102199,Offensive_zone,RPI,
1066,3,1,0.01115718,OppoPoss,Harvard,
2036,3,1,0.011170139,Takeaway,Harvard,Harvard
3820,3,1,0.01117986,RPIPoss,RPI,
4083,3,1,0.011220486,Opponent_breakout,RPI,
1076,3,1,0.01122731,OppoPoss,Harvard,
2046,3,1,0.011240741,Takeaway,Harvard,Harvard
3920,3,1,0.0112515,RPIPoss,RPI,
2896,3,1,0.011252778,Entry,RPI,
1086,3,1,0.01126389,OppoPoss,Harvard,
3636,3,1,0.011265741,NZ_forecheck,Harvard,
2056,3,1,0.011277662,Takeaway,Harvard,Harvard
4642,3,1,0.011297454,Opponent_forecheck,Harvard,
4020,3,1,0.01135613,RPIPoss,RPI,
2306,3,1,0.011371528,Breakout,RPI,
3366,3,1,0.011407407,Forecheck,RPI,
2906,3,1,0.011415162,Entry,RPI,
1096,3,1,0.01141678,OppoPoss,Harvard,
1896,3,1,0.011442014,Giveaway,Harvard,RPI
3646,3,1,0.011451389,NZ_forecheck,Harvard,
4652,3,1,0.011496181,Opponent_forecheck,Harvard,
4353,3,1,0.011497454,Opponent_entry,Harvard,
4117,3,1,0.01150984,RPIPoss,RPI,
23110,3,1,0.01156875,Breakout,RPI,
3656,3,1,0.011576273,NZ_forecheck,RPI,
11010,3,1,0.01157824,OppoPoss,Harvard,
4363,3,1,0.011690394,Opponent_entry,Harvard,
4218,3,1,0.01171736,RPIPoss,RPI,
2066,3,1,0.011728241,Takeaway,RPI,Harvard
2536,3,1,0.011754167,Defensive_zone,RPI,
11110,3,1,0.01175833,OppoPoss,Harvard,
4701,3,1,0.011956944,Penalty,Harvard,
4721,3,1,0.013002546,Penalty_kill,Harvard,
3146,3,1,0.013013773,Faceoff,Harvard,
2546,3,1,0.013026389,Defensive_zone,Harvard,
1127,3,1,0.01304861,OppoPoss,Harvard,
4318,3,1,0.01322176,RPIPoss,RPI,
1646,3,1,0.01322593,Shot_against,RPI,Harvard
1136,3,1,0.01323287,OppoPoss,Harvard,
1656,3,1,0.01344537,Shot_against,Harvard,Harvard
1666,3,1,0.01346458,Shot_against,Harvard,Harvard
4761,3,1,0.013473611,Zone_clear,Harvard,
3666,3,1,0.013777662,NZ_forecheck,Harvard,
4373,3,1,0.013835417,Opponent_entry,Harvard,
2556,3,1,0.013890509,Defensive_zone,Harvard,
1676,3,1,0.01399907,Shot_against,Harvard,Harvard
4417,3,1,0.01410093,RPIPoss,RPI,
1686,3,1,0.01410336,Shot_against,RPI,Harvard
4771,3,1,0.014123032,Zone_clear,RPI,
2326,3,1,0.014148032,Breakout,RPI,
1146,3,1,0.01418183,OppoPoss,Harvard,
3376,3,1,0.014219329,Forecheck,Harvard,
4662,3,1,0.014357523,Opponent_forecheck,Harvard,
4383,3,1,0.014363773,Opponent_entry,Harvard,
4517,3,1,0.01440903,RPIPoss,RPI,
2566,3,1,0.014426505,Defensive_zone,RPI,
2336,3,1,0.014448843,Breakout,RPI,
1156,3,1,0.01447859,OppoPoss,Harvard,
29110,3,1,0.014527083,Entry,Harvard,
1906,3,1,0.014549653,Giveaway,Harvard,RPI
4618,3,1,0.01457118,RPIPoss,RPI,
1166,3,1,0.01458484,OppoPoss,Harvard,
2076,3,1,0.014589468,Takeaway,Harvard,Harvard
4715,3,1,0.01459884,RPIPoss,RPI,
1176,3,1,0.0146522,OppoPoss,Harvard,
3766,3,1,0.014654861,NZ_offense,Harvard,
2926,3,1,0.014654977,Entry,Harvard,
3676,3,1,0.014678935,NZ_forecheck,Harvard,
4393,3,1,0.014712616,Opponent_entry,Harvard,
2576,3,1,0.014724653,Defensive_zone,Harvard,
1696,3,1,0.01475174,Shot_against,Harvard,Harvard
3156,3,1,0.015094907,Faceoff,Harvard,
4815,3,1,0.01513171,RPIPoss,RPI,
2586,3,1,0.015153241,Defensive_zone,RPI,
2346,3,1,0.015179514,Breakout,RPI,
3386,3,1,0.015209722,Forecheck,RPI,
2936,3,1,0.015211343,Entry,RPI,
1186,3,1,0.01528021,OppoPoss,Harvard,
4716,3,1,0.015280671,Penalty,Harvard,
4093,3,1,0.015306134,Opponent_breakout,Harvard,
4403,3,1,0.015325694,Opponent_entry,Harvard,
2596,3,1,0.015350463,Defensive_zone,Harvard,
4731,3,1,0.015374074,Penalty_kill,Harvard,
3456,3,1,0.015374421,Goalie_out,Harvard,
2606,3,1,0.015383681,Defensive_zone,Harvard,
1706,3,1,0.01548356,Shot_against,Harvard,Harvard
4914,3,1,0.01548796,RPIPoss,RPI,
4741,3,1,0.015862731,Penalty_kill,RPI,
3166,3,1,0.015878588,Faceoff,RPI,
506,3,1,0.0159059,RPIPoss,RPI,
4781,3,1,0.015926505,Zone_clear,RPI,
2356,3,1,0.015944213,Breakout,RPI,
3396,3,1,0.015975116,Forecheck,RPI,
1196,3,1,0.01597697,OppoPoss,Harvard,
4418,3,1,0.016094213,Opponent_entry,Harvard,
26110,3,1,0.016117245,Defensive_zone,Harvard,
17110,3,1,0.01618924,Shot_against,Harvard,Harvard
3536,3,1,0.016204861,Goalie_touch,Harvard,
3176,3,1,0.016503588,Faceoff,Harvard,
2626,3,1,0.016518287,Defensive_zone,Harvard,
1206,3,1,0.01652025,OppoPoss,Harvard,
4791,3,1,0.016541667,Zone_clear,Harvard,
5110,3,1,0.01654502,RPIPoss,RPI,
2366,3,1,0.016575463,Breakout,RPI,
3406,3,1,0.016590046,Forecheck,RPI,
12110,3,1,0.01659988,OppoPoss,Harvard,
4423,3,1,0.016694329,Opponent_entry,Harvard,
526,3,1,0.01672708,RPIPoss,RPI,
2636,3,1,0.016737037,Defensive_zone,RPI,
4801,3,1,0.016738889,Zone_clear,RPI,
4816,3,1,0.016752431,Zone_clear,RPI,
34110,3,1,0.016808333,Forecheck,RPI,
1226,3,1,0.0168316,OppoPoss,Harvard,
4433,3,1,0.016949306,Opponent_entry,Harvard,
2646,3,1,0.016960648,Defensive_zone,Harvard,
1726,3,1,0.01718056,Shot_against,Harvard,Harvard
536,3,1,0.01718657,RPIPoss,RPI,
1236,3,1,0.01720995,OppoPoss,Harvard,
1736,3,1,0.01737141,Shot_against,Harvard,Harvard
4821,3,1,0.017430903,Zone_clear,Harvard,
546,3,1,0.01743426,RPIPoss,RPI,
1246,3,1,0.01747731,OppoPoss,Harvard,
1746,3,1,0.0175103,Shot_against,Harvard,Harvard
4831,3,1,0.017535532,Zone_clear,Harvard,
2656,3,1,0.017553241,Defensive_zone,Harvard,
556,3,1,0.0175831,RPIPoss,RPI,
2376,3,1,0.017583565,Breakout,RPI,
2946,3,1,0.017597685,Entry,RPI,
3896,3,1,0.017606713,Offensive_zone,RPI,
1536,3,1,0.01763912,Shot_for,RPI,RPI
3186,3,1,0.0186375,Faceoff,RPI,
1256,3,1,0.01868021,OppoPoss,Harvard,
4107,3,1,0.018682407,Opponent_breakout,Harvard,
2086,3,1,0.018707292,Takeaway,Harvard,Harvard
3426,3,1,0.018720718,Forecheck,Harvard,
566,3,1,0.01872604,RPIPoss,RPI,
2956,3,1,0.018727894,Entry,RPI,
1266,3,1,0.01876065,OppoPoss,Harvard,
4118,3,1,0.018779282,Opponent_breakout,Harvard,
3776,3,1,0.018822106,NZ_offense,Harvard,
576,3,1,0.01882477,RPIPoss,RPI,
19110,3,1,0.018891667,Giveaway,RPI,RPI
3686,3,1,0.018903819,NZ_forecheck,RPI,
1276,3,1,0.01892743,OppoPoss,Harvard,
2096,3,1,0.018951273,Takeaway,Harvard,Harvard
586,3,1,0.0189588,RPIPoss,RPI,
1286,3,1,0.01900556,OppoPoss,Harvard,
4672,3,1,0.01901713,Opponent_forecheck,Harvard,
4443,3,1,0.01901875,Opponent_entry,Harvard,
596,3,1,0.01903206,RPIPoss,RPI,
2966,3,1,0.019076736,Entry,RPI,
3906,3,1,0.019087616,Offensive_zone,RPI,
3196,3,1,0.019494097,Faceoff,RPI,
1296,3,1,0.01950625,OppoPoss,Harvard,
3696,3,1,0.019551273,NZ_forecheck,Harvard,
21010,3,1,0.01955544,Takeaway,Harvard,Harvard
606,3,1,0.01957697,RPIPoss,RPI,
1546,3,1,0.01959213,Shot_for,RPI,RPI
3206,3,1,0.019827546,Faceoff,RPI,
39110,3,1,0.019840278,Offensive_zone,RPI,
6110,3,1,0.01985451,RPIPoss,RPI,
1556,3,1,0.01988056,Shot_for,RPI,RPI
32110,3,1,0.020138079,Faceoff,RPI,
626,3,1,0.02015521,RPIPoss,RPI,
1306,3,1,0.02022257,OppoPoss,Harvard,
3706,3,1,0.020225463,NZ_forecheck,Harvard,
21110,3,1,0.020289931,Takeaway,Harvard,Harvard
636,3,1,0.02030313,RPIPoss,RPI,
3786,3,1,0.020303935,NZ_offense,RPI,
2976,3,1,0.020352662,Entry,RPI,
3926,3,1,0.020370602,Offensive_zone,RPI,
2127,3,1,0.020428356,Takeaway,RPI,Harvard
13110,3,1,0.02042847,OppoPoss,Harvard,
4123,3,1,0.02045544,Opponent_breakout,Harvard,
4453,3,1,0.020479745,Opponent_entry,Harvard,
2666,3,1,0.020488773,Defensive_zone,Harvard,
1756,3,1,0.02052512,Shot_against,Harvard,Harvard
3226,3,1,0.020811111,Faceoff,Harvard,
2676,3,1,0.020822685,Defensive_zone,Harvard,
1326,3,1,0.02083507,OppoPoss,Harvard,
1766,3,1,0.02085185,Shot_against,Harvard,Harvard
646,3,1,0.02085648,RPIPoss,RPI,
1336,3,1,0.02097523,OppoPoss,Harvard,
1776,3,1,0.02097789,Shot_against,Harvard,Harvard
2386,3,1,0.021152662,Breakout,Harvard,
3436,3,1,0.021185069,Forecheck,Harvard,
2986,3,1,0.02119294,Entry,Harvard,
4133,3,1,0.021273495,Opponent_breakout,Harvard,
4463,3,1,0.021301042,Opponent_entry,Harvard,
2136,3,1,0.021337847,Takeaway,Harvard,Harvard
2396,3,1,0.021354167,Breakout,Harvard,
656,3,1,0.02135729,RPIPoss,RPI,
1346,3,1,0.02137164,OppoPoss,Harvard,
666,3,1,0.02138866,RPIPoss,RPI,
2996,3,1,0.021390972,Entry,RPI,
3936,3,1,0.021414468,Offensive_zone,RPI,
1566,3,1,0.02144676,Shot_for,RPI,RPI
3236,3,1,0.021724074,Faceoff,RPI,
1356,3,1,0.02175174,OppoPoss,Harvard,
4143,3,1,0.021782523,Opponent_breakout,Harvard,
4681,3,1,0.021806597,Opponent_forecheck,Harvard,
4473,3,1,0.021809144,Opponent_entry,Harvard,
2686,3,1,0.021886806,Defensive_zone,Harvard,
1786,3,1,0.0219184,Shot_against,Harvard,Harvard
3246,3,1,0.022141551,Faceoff,Harvard,
2696,3,1,0.022146412,Defensive_zone,Harvard,
1366,3,1,0.02216563,OppoPoss,Harvard,
676,3,1,0.02229144,RPIPoss,RPI,
1376,3,1,0.02233889,OppoPoss,Harvard,
2406,3,1,0.022352083,Breakout,Harvard,
686,3,1,0.02235532,RPIPoss,RPI,
3006,3,1,0.02237963,Entry,RPI,
3945,3,1,0.022396412,Offensive_zone,RPI,
1576,3,1,0.02242535,Shot_for,RPI,RPI
3256,3,1,0.022756944,Faceoff,RPI,
4153,3,1,0.02279213,Opponent_breakout,RPI,
1386,3,1,0.02281458,OppoPoss,Harvard,
4483,3,1,0.02282581,Opponent_entry,Harvard,
2706,3,1,0.022835648,Defensive_zone,Harvard,
1796,3,1,0.02285498,Shot_against,Harvard,Harvard
24110,3,1,0.022899421,Breakout,Harvard,
696,3,1,0.02290799,RPIPoss,RPI,
30110,3,1,0.022931713,Entry,RPI,
3955,3,1,0.022941435,Offensive_zone,RPI,
1926,3,1,0.023003009,Giveaway,RPI,RPI
4163,3,1,0.023025694,Opponent_breakout,RPI,
1396,3,1,0.02303623,OppoPoss,Harvard,
4493,3,1,0.023056829,Opponent_entry,Harvard,
27110,3,1,0.023060764,Defensive_zone,Harvard,
706,3,1,0.02310648,RPIPoss,RPI,
2426,3,1,0.023139236,Breakout,RPI,
1936,3,1,0.023164815,Giveaway,RPI,RPI
37110,3,1,0.023177546,NZ_forecheck,RPI,
1406,3,1,0.02318681,OppoPoss,Harvard,
4503,3,1,0.023196065,Opponent_entry,Harvard,
2726,3,1,0.023247106,Defensive_zone,Harvard,
1806,3,1,0.0232691,Shot_against,Harvard,Harvard
18110,3,1,0.02336678,Shot_against,Harvard,Harvard
7110,3,1,0.02338426,RPIPoss,RPI,
2436,3,1,0.023394907,Breakout,RPI,
3446,3,1,0.023419676,Forecheck,RPI,
3026,3,1,0.023431829,Entry,RPI,
14110,3,1,0.02347766,OppoPoss,Harvard,
4173,3,1,0.023497801,Opponent_breakout,Harvard,
4518,3,1,0.023511806,Opponent_entry,Harvard,
3266,3,1,0.023858333,Faceoff,Harvard,
2887,3,2,0.000792477,Faceoff,,
1128,3,2,0.000814583,RPIPoss,RPI,
3527,3,2,0.000823264,NZ_offense,RPI,
2557,3,2,0.000844907,Entry,RPI,
667,3,2,0.000856366,OppoPoss,Harvard,
2128,3,2,0.000878819,RPIPoss,RPI,
3027,3,2,0.000927778,Forecheck,RPI,
2567,3,2,0.00093125,Entry,RPI,
677,3,2,0.000973843,OppoPoss,Harvard,
3807,3,2,0.001000579,Opponent_breakout,Harvard,
3537,3,2,0.001019676,NZ_offense,Harvard,
3128,3,2,0.001031134,RPIPoss,RPI,
2577,3,2,0.00105625,Entry,RPI,
3647,3,2,0.001065394,Offensive_zone,RPI,
687,3,2,0.001087963,OppoPoss,Harvard,
1267,3,2,0.001088657,Shot_for,Harvard,RPI
38111,3,2,0.001136806,Opponent_breakout,Harvard,
4075,3,2,0.001159144,Opponent_entry,Harvard,
2257,3,2,0.001171296,Defensive_zone,Harvard,
1357,3,2,0.001219792,Shot_against,Harvard,Harvard
1867,3,2,0.001244329,Breakout,Harvard,
4108,3,2,0.00125544,RPIPoss,RPI,
2587,3,2,0.00126412,Entry,RPI,
3657,3,2,0.00127338,Offensive_zone,RPI,
1277,3,2,0.001336921,Shot_for,RPI,RPI
697,3,2,0.001343171,OppoPoss,Harvard,
3827,3,2,0.001368981,Opponent_breakout,Harvard,
3547,3,2,0.001383449,NZ_offense,Harvard,
527,3,2,0.001403819,RPIPoss,RPI,
2597,3,2,0.001449306,Entry,RPI,
3237,3,2,0.001475,NZ_forecheck,RPI,
4534,3,2,0.001528704,Opponent_forecheck,RPI,
4084,3,2,0.001540625,Opponent_entry,RPI,
707,3,2,0.001589699,OppoPoss,Harvard,
1877,3,2,0.001658912,Breakout,Harvard,
3247,3,2,0.001671065,NZ_forecheck,Harvard,
627,3,2,0.001829282,RPIPoss,RPI,
4544,3,2,0.001868981,Opponent_forecheck,RPI,
1887,3,2,0.001901042,Breakout,RPI,
2607,3,2,0.001913079,Entry,RPI,
3667,3,2,0.00192338,Offensive_zone,RPI,
7111,3,2,0.001979167,OppoPoss,Harvard,
3837,3,2,0.001990972,Opponent_breakout,Harvard,
4554,3,2,0.002016782,Opponent_forecheck,Harvard,
4094,3,2,0.002018403,Opponent_entry,Harvard,
2267,3,2,0.002064236,Defensive_zone,Harvard,
727,3,2,0.002094444,RPIPoss,RPI,
1367,3,2,0.002099537,Shot_against,RPI,Harvard
1897,3,2,0.002169676,Breakout,RPI,
1607,3,2,0.00219294,Giveaway,RPI,RPI
3257,3,2,0.002212269,NZ_forecheck,RPI,
4109,3,2,0.002215625,Opponent_entry,RPI,
2277,3,2,0.00222581,Defensive_zone,RPI,
728,3,2,0.002233218,OppoPoss,Harvard,
1377,3,2,0.002334259,Shot_against,Harvard,Harvard
1387,3,2,0.002416204,Shot_against,Harvard,Harvard
827,3,2,0.002418171,RPIPoss,RPI,
1907,3,2,0.002443287,Breakout,RPI,
16111,3,2,0.002453819,Giveaway,RPI,RPI
4564,3,2,0.002466667,Opponent_forecheck,RPI,
4119,3,2,0.002467824,Opponent_entry,RPI,
3187,3,2,0.00249213,Goalie_touch,RPI,
