"Game","Period","Time","Event","Poss","EventPoss","PossID","EventSeq"
2,1,0.00579051,"","Qpac","",17,1
2,1,0.00575463,"Takeaway","Qpac","Qpac",17,2
2,1,0.005826968,"Forecheck","Qpac","",17,3
2,1,0.005856713,"Opponent_breakout","Qpac","",17,4
2,1,0.005880324,"Opponent_forecheck","Qpac","",17,5
2,1,0.005881829,"Opponent_entry","Qpac","",17,6
2,1,0.005895949,"Goalie_touch","Qpac","",17,7
2,1,0.00625,"Faceoff","Qpac","",17,8
2,1,0.006266088,"NZ_forecheck","Qpac","",17,9
2,1,0.0062963,"","RPI","",17,1
2,1,0.00630093,"","Qpac","",18,1
2,1,0.006335185,"Opponent_forecheck","Qpac","",18,2
2,1,0.0063375,"Opponent_entry","Qpac","",18,3
2,1,0.006447917,"Defensive Zone","Qpac","",18,4
2,1,0.00645255,"Shot_against","Qpac","Qpac",18,5
2,1,0.00649653,"","RPI","",18,1
2,1,0.00653356,"","Qpac","",19,1
2,1,0.00655208,"Shot_against","Qpac","Qpac",19,2
2,1,0.00656713,"","RPI","",19,1
2,1,0.00703831,"Faceoff","RPI","",19,2
2,1,0.007042593,"Defensive Zone","RPI","",19,3
2,1,0.00704398,"","Qpac","",20,1
2,1,0.00705324,"Shot_against","Qpac","Qpac",20,2
2,1,0.0071331,"Shot_against","Qpac","Qpac",20,3
2,1,0.007293866,"Takeaway","Qpac","Qpac",20,4
2,1,0.007316898,"Breakout","Qpac","",20,5
2,1,0.007350926,"Opponent_entry","Qpac","",20,6
2,1,0.007363542,"Opponent_forecheck","Qpac","",20,7
2,1,0.008416898,"Faceoff","Qpac","",20,8
2,1,0.00841898,"","Qpac","",20,9
2,1,0.008432523,"NZ_forecheck","Qpac","",20,10
2,1,0.008441204,"Opponent_forecheck","Qpac","",20,11
2,1,0.008443403,"Opponent_entry","Qpac","",20,12
2,1,0.00851157,"","RPI","",20,1
2,1,0.008535532,"Breakout","RPI","",20,2
2,1,0.0085544,"","Qpac","",21,1
2,1,0.0085706,"","RPI","",21,1
2,1,0.008591898,"Forecheck","RPI","",21,2
2,1,0.00859375,"Entry","RPI","",21,3
2,1,0.00861227,"","Qpac","",22,1
2,1,0.008774884,"Opponent_breakout","Qpac","",22,2
2,1,0.008808565,"Opponent_forecheck","Qpac","",22,3
2,1,0.008812037,"Opponent_entry","Qpac","",22,4
2,1,0.00882292,"","RPI","",22,1
2,1,0.009203935,"Faceoff","RPI","",22,2
2,1,0.00920833,"","Qpac","",23,1
2,1,0.009254167,"NZ_forecheck","Qpac","",23,2
2,1,0.009286111,"Opponent_forecheck","Qpac","",23,3
2,1,0.009287847,"Opponent_entry","Qpac","",23,4
2,1,0.009311343,"Defensive Zone","Qpac","",23,5
2,1,0.00943519,"","RPI","",23,1
2,1,0.00943912,"Breakout","RPI","",23,2
2,1,0.0094456,"","Qpac","",24,1
2,1,0.009450926,"NZ_forecheck","Qpac","",24,2
2,1,0.009483912,"Opponent_entry","Qpac","",24,3
2,1,0.00950544,"Defensive Zone","Qpac","",24,4
2,1,0.00952662,"Shot_against","Qpac","Qpac",24,5
2,1,0.00953125,"","RPI","",24,1
2,1,0.00958565,"","Qpac","",25,1
2,1,0.00963542,"Shot_against","Qpac","Qpac",25,2
2,1,0.00965741,"Shot_against","Qpac","Qpac",25,3
2,1,0.009682755,"Breakout","Qpac","",25,4
2,1,0.009740278,"Entry","Qpac","",25,5
2,1,0.010155093,"Faceoff","Qpac","",25,6
2,1,0.010164815,"Defensive Zone","Qpac","",25,7
2,1,0.01016898,"","Qpac","",25,8
2,1,0.01022338,"","RPI","",25,1
2,1,0.010237847,"Breakout","RPI","",25,2
2,1,0.010261343,"Forecheck","RPI","",25,3
2,1,0.010270139,"Entry","RPI","",25,4
2,1,0.01029167,"","Qpac","",26,1
2,1,0.010336458,"Opponent_breakout","Qpac","",26,2
2,1,0.010353241,"Opponent_forecheck","Qpac","",26,3
2,1,0.01036331,"Goalie_touch","Qpac","",26,4
2,1,0.010370486,"Opponent_entry","Qpac","",26,5
2,1,0.01037384,"","RPI","",26,1
2,1,0.010431944,"Breakout","RPI","",26,2
2,1,0.010455671,"Entry","RPI","",26,3
2,1,0.010464931,"Offensive_zone","RPI","",26,4
2,1,0.01049884,"Shot_for","RPI","RPI",26,5
2,1,0.01052199,"","Qpac","",27,1
2,1,0.010538889,"Opponent_breakout","Qpac","",27,2
2,1,0.01056829,"","RPI","",27,1
2,1,0.010571296,"NZ_offense","RPI","",27,2
2,1,0.010615162,"Forecheck","RPI","",27,3
2,1,0.010616898,"Entry","RPI","",27,4
2,1,0.01061921,"","Qpac","",28,1
2,1,0.010651736,"Takeaway","Qpac","Qpac",28,2
2,1,0.010695833,"Opponent_breakout","Qpac","",28,3
2,1,0.010718403,"Opponent_entry","Qpac","",28,4
2,1,0.010723727,"Defensive Zone","Qpac","",28,5
2,1,0.01075579,"Shot_against","Qpac","Qpac",28,6
2,1,0.010778241,"Goalie_touch","Qpac","",28,7
2,1,0.01084838,"","RPI","",28,1
2,1,0.010861343,"Breakout","RPI","",28,2
2,1,0.01087153,"","Qpac","",29,1
2,1,0.010883912,"NZ_forecheck","Qpac","",29,2
2,1,0.010932639,"Opponent_forecheck","Qpac","",29,3
2,1,0.010939815,"Opponent_entry","Qpac","",29,4
2,1,0.01097569,"","RPI","",29,1
2,1,0.01102431,"","Qpac","",30,1
2,1,0.01103588,"Shot_against","Qpac","Qpac",30,2
2,1,0.01105556,"","RPI","",30,1
2,1,0.011070139,"Goalie_touch","RPI","",30,2
2,1,0.011469444,"Faceoff","RPI","",30,3
2,1,0.01148611,"","Qpac","",31,1
2,1,0.011487269,"Defensive Zone","Qpac","",31,2
2,1,0.011542014,"Breakout","Qpac","",31,3
2,1,0.01154398,"","RPI","",31,1
2,1,0.011567245,"Entry","RPI","",31,2
2,1,0.011580556,"Offensive_zone","RPI","",31,3
2,1,0.01158102,"","Qpac","",32,1
2,1,0.0116794,"","RPI","",32,1
2,1,0.01158912,"Shot_for","RPI","RPI",32,2
2,1,0.0116956,"","Qpac","",33,1
2,1,0.011682292,"Takeaway","Qpac","Qpac",33,2
2,1,0.011725116,"Opponent_breakout","Qpac","",33,3
2,1,0.011749653,"Opponent_entry","Qpac","",33,4
2,1,0.011754514,"Defensive Zone","Qpac","",33,5
2,1,0.01178819,"Shot_against","Qpac","Qpac",33,6
2,1,0.01180671,"","RPI","",33,1
2,1,0.01181134,"","Qpac","",34,1
2,1,0.011834606,"Breakout","Qpac","",34,2
2,1,0.011868403,"NZ_forecheck","Qpac","",34,3
2,1,0.011880671,"Opponent_entry","Qpac","",34,4
2,1,0.011921528,"Defensive Zone","Qpac","",34,5
2,1,0.011935648,"Takeaway","Qpac","Qpac",34,6
2,1,0.011973495,"Breakout","Qpac","",34,7
2,1,0.012007407,"Forecheck","Qpac","",34,8
2,1,0.012015162,"Entry","Qpac","",34,9
2,1,0.0120625,"NZ_forecheck","Qpac","",34,10
2,1,0.012107986,"Opponent_forecheck","Qpac","",34,11
2,1,0.012118866,"Opponent_entry","Qpac","",34,12
2,1,0.01214583,"","RPI","",34,1
2,1,0.012156829,"Breakout","RPI","",34,2
2,1,0.012180787,"Forecheck","RPI","",34,3
2,1,0.012187963,"Entry","RPI","",34,4
2,1,0.01228704,"","Qpac","",35,1
2,1,0.012366319,"Offensive_zone","Qpac","",35,2
2,1,0.012373148,"Takeaway","Qpac","Qpac",35,3
2,1,0.01238889,"","RPI","",35,1
2,1,0.0125463,"Shot_for","RPI","RPI",35,2
2,1,0.01258287,"Opponent_breakout","RPI","",35,3
2,1,0.012595023,"NZ_offense","RPI","",35,4
2,1,0.012656597,"Forecheck","RPI","",35,5
2,1,0.012664583,"Entry","RPI","",35,6
2,1,0.01266667,"","Qpac","",36,1
2,1,0.012674306,"NZ_forecheck","Qpac","",36,2
2,1,0.01280324,"","RPI","",36,1
2,1,0.0128287,"","Qpac","",37,1
2,1,0.012860301,"Opponent_breakout","Qpac","",37,2
2,1,0.0129294,"","Qpac","",37,3
2,1,0.012955324,"Opponent_entry","Qpac","",37,4
2,1,0.01296412,"","RPI","",37,1
2,1,0.012965972,"NZ_offense","RPI","",37,2
2,1,0.0129919,"","Qpac","",38,1
2,1,0.013021991,"Opponent_forecheck","Qpac","",38,2
2,1,0.01306956,"Defensive Zone","Qpac","",38,3
2,1,0.01307292,"Shot_against","Qpac","Qpac",38,4
2,1,0.014391898,"Faceoff","Qpac","",38,5
2,1,0.01442361,"","RPI","",38,1
2,1,0.014460764,"Breakout","RPI","",38,2
2,1,0.014481134,"Giveaway","RPI","RPI",38,3
2,1,0.014504051,"NZ_forecheck","RPI","",38,4
2,1,0.014506713,"Opponent_entry","RPI","",38,5
2,1,0.014526736,"NZ_offense","RPI","",38,6
2,1,0.014552315,"Forecheck","RPI","",38,7
2,1,0.014560301,"Entry","RPI","",38,8
2,1,0.01457755,"","Qpac","",39,1
2,1,0.014633333,"Takeaway","Qpac","Qpac",39,2
2,1,0.014655324,"Opponent_breakout","Qpac","",39,3
2,1,0.014666088,"Opponent_entry","Qpac","",39,4
2,1,0.01467037,"Defensive Zone","Qpac","",39,5
2,1,0.01469097,"Shot_against","Qpac","Qpac",39,6
2,1,0.015058565,"Faceoff","Qpac","",39,7
2,1,0.01507292,"","Qpac","",39,8
2,1,0.01508125,"Defensive Zone","Qpac","",39,9
2,1,0.01508796,"Shot_against","Qpac","Qpac",39,10
2,1,0.01513079,"","RPI","",39,1
2,1,0.015156597,"Giveaway","RPI","RPI",39,2
2,1,0.01518519,"","Qpac","",40,1
2,1,0.01519907,"Shot_against","Qpac","Qpac",40,2
2,1,0.01535185,"Shot_against","Qpac","Qpac",40,3
2,1,0.01544444,"Shot_against","Qpac","Qpac",40,4
2,1,0.01557986,"Shot_against","Qpac","Qpac",40,5
2,1,0.015591319,"Breakout","Qpac","",40,6
2,1,0.01559259,"","RPI","",40,1
2,1,0.015629861,"Entry","RPI","",40,2
2,1,0.015640046,"Offensive_zone","RPI","",40,3
2,1,0.01565394,"","Qpac","",41,1
2,1,0.01569907,"","RPI","",41,1
2,1,0.01575926,"","Qpac","",42,1
2,1,0.015780556,"Forecheck","Qpac","",42,2
2,1,0.01580208,"","RPI","",42,1
2,1,0.01581713,"","Qpac","",43,1
2,1,0.015860069,"Opponent_breakout","Qpac","",43,2
2,1,0.015941782,"Opponent_forecheck","Qpac","",43,3
2,1,0.015944097,"Opponent_entry","Qpac","",43,4
2,1,0.016011574,"Defensive Zone","Qpac","",43,5
2,1,0.0160787,"Shot_against","Qpac","Qpac",43,6
2,1,0.01611343,"","RPI","",43,1
2,1,0.01613657,"","Qpac","",44,1
2,1,0.01614005,"Shot_against","Qpac","Qpac",44,2
2,1,0.01623958,"","RPI","",44,1
2,1,0.016264815,"Breakout","RPI","",44,2
2,1,0.01629919,"Forecheck","RPI","",44,3
2,1,0.016308218,"Entry","RPI","",44,4
2,1,0.01631366,"","Qpac","",45,1
2,1,0.01634838,"Opponent_breakout","Qpac","",45,2
2,1,0.016395255,"Opponent_entry","Qpac","",45,3
2,1,0.01642581,"Breakout","Qpac","",45,4
2,1,0.016447801,"Forecheck","Qpac","",45,5
2,1,0.016450579,"Entry","Qpac","",45,6
2,1,0.016667593,"Opponent_breakout","Qpac","",45,7
2,1,0.016690509,"NZ_offense","Qpac","",45,8
2,1,0.01670139,"","RPI","",45,1
2,1,0.016749884,"Forecheck","RPI","",45,2
2,1,0.016753125,"Entry","RPI","",45,3
2,1,0.01678472,"","Qpac","",46,1
2,1,0.016796875,"Opponent_breakout","Qpac","",46,2
2,1,0.016854977,"Opponent_forecheck","Qpac","",46,3
2,1,0.016857639,"Opponent_entry","Qpac","",46,4
2,1,0.01690162,"","RPI","",46,1
2,1,0.016934144,"Breakout","RPI","",46,2
2,1,0.01699653,"","Qpac","",47,1
2,1,0.017008565,"Penalty","Qpac","",47,2
2,1,0.018141551,"Power_play","Qpac","",47,3
2,1,0.018153241,"Faceoff","Qpac","",47,4
2,1,0.01818287,"","Qpac","",47,5
2,1,0.01819838,"Opponent_breakout","Qpac","",47,6
2,1,0.018206944,"NZ_offense","Qpac","",47,7
2,1,0.01822917,"","RPI","",47,1
2,1,0.018299884,"Forecheck","RPI","",47,2
2,1,0.018303125,"Entry","RPI","",47,3
2,1,0.01833912,"","Qpac","",48,1
2,1,0.018349653,"Offensive_zone","Qpac","",48,2
2,1,0.018357407,"Takeaway","Qpac","Qpac",48,3
2,1,0.01840278,"","RPI","",48,1
2,1,0.01846296,"Shot_for","RPI","RPI",48,2
2,1,0.018951505,"Faceoff","RPI","",48,3
2,1,0.018964931,"Offensive_zone","RPI","",48,4
2,1,0.01897569,"","RPI","",48,5
2,1,0.0190081,"Shot_for","RPI","RPI",48,6
2,1,0.01901852,"","Qpac","",49,1
2,1,0.019033218,"NZ_offense","Qpac","",49,2
2,1,0.01903935,"","RPI","",49,1
2,1,0.019099074,"Forecheck","RPI","",49,2
2,1,0.019109606,"Entry","RPI","",49,3
2,1,0.01914468,"","Qpac","",50,1
2,1,0.019193287,"Opponent_breakout","Qpac","",50,2
2,1,0.019252083,"Goalie_touch","Qpac","",50,3
2,1,0.01926042,"","RPI","",50,1
2,1,0.019294444,"Breakout","RPI","",50,2
2,1,0.019367824,"Forecheck","RPI","",50,3
2,1,0.019376042,"Entry","RPI","",50,4
2,1,0.01939236,"","Qpac","",51,1
2,1,0.019460301,"Offensive_zone","Qpac","",51,2
2,1,0.01946759,"","RPI","",51,1
2,1,0.01951736,"Shot_for","RPI","RPI",51,2
2,1,0.01958912,"","Qpac","",52,1
2,1,0.0196412,"","RPI","",52,1
2,1,0.019808449,"Opponent_breakout","RPI","",52,2
2,1,0.0198669,"","Qpac","",53,1
2,1,0.019876968,"Goalie_touch","Qpac","",53,2
2,1,0.019901157,"Breakout","Qpac","",53,3
2,1,0.019956597,"Forecheck","Qpac","",53,4
2,1,0.019959491,"Entry","Qpac","",53,5
2,1,0.02000347,"","RPI","",53,1
2,1,0.020035185,"Offensive_zone","RPI","",53,2
2,1,0.02015278,"Shot_for","RPI","RPI",53,3
2,1,0.02018981,"","Qpac","",54,1
2,1,0.020209606,"Takeaway","Qpac","Qpac",54,2
2,1,0.02023148,"","RPI","",54,1
2,1,0.02031829,"Shot_for","RPI","RPI",54,2
2,1,0.02040741,"","Qpac","",55,1
2,1,0.020422569,"Takeaway","Qpac","Qpac",55,2
2,1,0.0204919,"","RPI","",55,1
2,1,0.02053912,"Opponent_breakout","RPI","",55,2
2,1,0.020570949,"Opponent_entry","RPI","",55,3
2,1,0.02098669,"Faceoff","RPI","",55,4
2,1,0.021,"","Qpac","",56,1
2,1,0.021025463,"Opponent_breakout","Qpac","",56,2
2,1,0.02105556,"","RPI","",56,1
2,1,0.021636458,"Faceoff","RPI","",56,2
2,1,0.021657639,"NZ_offense","RPI","",56,3
2,1,0.02170486,"","RPI","",56,4
2,1,0.021715278,"Forecheck","RPI","",56,5
2,1,0.021718866,"Entry","RPI","",56,6
2,1,0.02175116,"","Qpac","",57,1
2,1,0.021806134,"Opponent_breakout","Qpac","",57,2
2,1,0.021840856,"Opponent_forecheck","Qpac","",57,3
2,1,0.021842593,"Opponent_entry","Qpac","",57,4
2,1,0.02187963,"","RPI","",57,1
2,1,0.02192338,"Breakout","RPI","",57,2
2,1,0.021956829,"Entry","RPI","",57,3
2,1,0.021962153,"Offensive_zone","RPI","",57,4
2,1,0.02198148,"Shot_for","RPI","RPI",57,5
2,1,0.02199769,"Shot_for","RPI","RPI",57,6
2,1,0.022048843,"Penalty","RPI","",57,7
2,1,0.02243588,"Power_play","RPI","",57,8
2,1,0.022454051,"Faceoff","RPI","",57,9
2,1,0.02247917,"","Qpac","",58,1
2,1,0.022490856,"Opponent_breakout","Qpac","",58,2
2,1,0.022525,"Goalie_touch","Qpac","",58,3
2,1,0.02253356,"","RPI","",58,1
2,1,0.022559838,"Breakout","RPI","",58,2
2,1,0.022653588,"Entry","RPI","",58,3
2,1,0.022907986,"Faceoff","RPI","",58,4
2,1,0.02293056,"","Qpac","",59,1
2,1,0.02297338,"","RPI","",59,1
2,1,0.022975347,"Goalie_touch","RPI","",59,2
2,1,0.022998727,"Breakout","RPI","",59,3
2,1,0.023057639,"Forecheck","RPI","",59,4
2,1,0.023059838,"Entry","RPI","",59,5
2,1,0.02309375,"","Qpac","",60,1
2,1,0.023314352,"Faceoff","Qpac","",60,2
2,1,0.023334606,"Offensive_zone","Qpac","",60,3
2,1,0.02335648,"","RPI","",60,1
2,1,0.02335995,"","Qpac","",61,1
2,1,0.02338542,"","RPI","",61,1
2,1,0.02361458,"Shot_for","RPI","RPI",61,2
2,1,0.023693519,"Opponent_breakout","RPI","",61,3
2,1,0.02370486,"","Qpac","",62,1
2,1,0.023773958,"Goalie_touch","Qpac","",62,2
2,1,0.02377431,"","RPI","",62,1
2,1,0.023800579,"Breakout","RPI","",62,2
2,1,0.023927083,"Forecheck","RPI","",62,3
2,1,0.023940625,"Entry","RPI","",62,4
2,1,0.023984028,"Opponent_breakout","RPI","",62,5
2,1,0.024022685,"Goalie_touch","RPI","",62,6
2,2,0.000524421,"Power_play","RPI","",1,7
2,2,0.000546759,"Faceoff","RPI","",1,8
2,2,0.00055498,"","RPI","",1,9
2,2,0.000571875,"NZ_offense","RPI","",1,10
2,2,0.00060313,"","Qpac","",1,1
2,2,0.00068727,"","RPI","",2,1
2,2,0.000699074,"Forecheck","RPI","",2,2
2,2,0.00073981,"","Qpac","",2,1
2,2,0.000745139,"Forecheck","Qpac","",2,2
2,2,0.00076875,"Opponent_breakout","Qpac","",2,3
2,2,0.000781134,"NZ_offense","Qpac","",2,4
2,2,0.000788889,"Forecheck","Qpac","",2,5
2,2,0.000791435,"Entry","Qpac","",2,6
2,2,0.000870486,"Opponent_breakout","Qpac","",2,7
2,2,0.000903241,"Opponent_entry","Qpac","",2,8
2,2,0.000987153,"Opponent_forecheck","Qpac","",2,9
2,2,0.00098866,"","RPI","",3,1
2,2,0.000998148,"Breakout","RPI","",3,2
2,2,0.001023264,"NZ_forecheck","RPI","",3,3
2,2,0.00103414,"","Qpac","",3,1
2,2,0.001055324,"NZ_offense","Qpac","",3,2
2,2,0.00105648,"","RPI","",4,1
2,2,0.001057176,"Entry","RPI","",4,2
2,2,0.0010772,"","Qpac","",4,1
2,2,0.001104282,"Forecheck","Qpac","",4,2
2,2,0.001181944,"Opponent_breakout","Qpac","",4,3
2,2,0.001197338,"Opponent_forecheck","Qpac","",4,4
2,2,0.001204051,"Opponent_entry","Qpac","",4,5
2,2,0.00120648,"","RPI","",5,1
2,2,0.001218981,"Goalie_touch","RPI","",5,2
2,2,0.001528356,"Faceoff","RPI","",5,3
2,2,0.001541088,"Defensive_zone","RPI","",5,4
2,2,0.00156192,"","Qpac","",5,1
2,2,0.001751389,"Breakout","Qpac","",5,2
2,2,0.001776157,"Entry","Qpac","",5,3
2,2,0.001788773,"Offensive_zone","Qpac","",5,4
2,2,0.00184132,"","RPI","",6,1
2,2,0.00186875,"","Qpac","",6,1
2,2,0.001923264,"Opponent_breakout","Qpac","",6,2
2,2,0.002008333,"NZ_offense","Qpac","",6,3
2,2,0.002014931,"Opponent_entry","Qpac","",6,4
2,2,0.00201713,"","RPI","",7,1
2,2,0.002040972,"Entry","RPI","",7,2
2,2,0.002074074,"Offensive_zone","RPI","",7,3
2,2,0.00217824,"","Qpac","",7,1
2,2,0.00214699,"Shot_against","Qpac","Qpac",7,2
2,2,0.00225718,"","RPI","",8,1
2,2,0.002341435,"Opponent_breakout","RPI","",8,2
2,2,0.002355787,"Opponent_entry","RPI","",8,3
2,2,0.00235995,"Shot_for","RPI","RPI",8,4
2,2,0.002366088,"Defensive_zone","RPI","",8,5
2,2,0.00239873,"","Qpac","",8,1
2,2,0.002430556,"Penalty","Qpac","",8,2
2,2,0.002929861,"Power_play","Qpac","",8,3
2,2,0.002941319,"Faceoff","Qpac","",8,4
2,2,0.002965972,"Offensive_zone","Qpac","",8,5
2,2,0.00297859,"","RPI","",9,1
2,2,0.00301169,"Opponent_breakout","RPI","",9,2
2,2,0.003080903,"Breakout","RPI","",9,3
2,2,0.003140741,"Forecheck","RPI","",9,4
2,2,0.00315,"Entry","RPI","",9,5
2,2,0.003196296,"Offensive_zone","RPI","",9,6
2,2,0.003418403,"Opponent_breakout","RPI","",9,7
2,2,0.00342789,"","Qpac","",9,1
2,2,0.00347199,"","RPI","",10,1
2,2,0.003521644,"Breakout","RPI","",10,2
2,2,0.003635995,"Forecheck","RPI","",10,3
2,2,0.003638657,"Entry","RPI","",10,4
2,2,0.00369907,"Shot_for","RPI","RPI",10,5
2,2,0.003707407,"Offensive_zone","RPI","",10,6
2,2,0.00382407,"Shot_for","RPI","RPI",10,7
2,2,0.004285648,"Faceoff","RPI","",10,8
2,2,0.00435185,"","RPI","",10,9
2,2,0.004353704,"Goalie_touch","RPI","",10,10
2,2,0.004369097,"Breakout","RPI","",10,11
2,2,0.004436343,"Forecheck","RPI","",10,12
2,2,0.004448958,"Entry","RPI","",10,13
2,2,0.00449491,"","Qpac","",10,1
2,2,0.00445602,"Shot_against","Qpac","Qpac",10,2
2,2,0.004495718,"Opponent_breakout","Qpac","",10,3
2,2,0.004562731,"Goalie_touch","Qpac","",10,4
2,2,0.00457315,"","RPI","",11,1
2,2,0.004578356,"Breakout","RPI","",11,2
2,2,0.004646759,"Forecheck","RPI","",11,3
2,2,0.004653009,"Entry","RPI","",11,4
2,2,0.004729051,"Offensive_zone","RPI","",11,5
2,2,0.004830208,"Giveaway","RPI","RPI",11,6
2,2,0.00485162,"","Qpac","",11,1
2,2,0.00486169,"Opponent_breakout","Qpac","",11,2
2,2,0.004896528,"Opponent_entry","Qpac","",11,3
2,2,0.004901273,"Defensive_zone","Qpac","",11,4
2,2,0.004913657,"Goalie_touch","Qpac","",11,5
2,2,0.00493056,"","RPI","",12,1
2,2,0.00500463,"","Qpac","",12,1
2,2,0.005074653,"Penalty","Qpac","",12,2
2,2,0.00508125,"Penalty","Qpac","",12,3
2,2,0.00516551,"Shot_against","Qpac","Qpac",12,4
2,2,0.00521991,"Shot_against","Qpac","Qpac",12,5
2,2,0.00562847,"Shot_against","Qpac","Qpac",12,6
2,2,0.006163426,"Power_play","Qpac","",12,7
2,2,0.006182407,"Faceoff","Qpac","",12,8
2,2,0.00623252,"","RPI","",13,1
2,2,0.00628623,"","Qpac","",13,1
2,2,0.006297917,"Defensive_zone","Qpac","",13,2
2,2,0.006325463,"Breakout","Qpac","",13,3
2,2,0.0063331,"","RPI","",14,1
2,2,0.006349074,"Forecheck","RPI","",14,2
2,2,0.006356713,"Entry","RPI","",14,3
2,2,0.006402778,"Offensive_zone","RPI","",14,4
2,2,0.006461921,"NZ_offense","RPI","",14,5
2,2,0.006566319,"Forecheck","RPI","",14,6
2,2,0.006569213,"Entry","RPI","",14,7
2,2,0.006589005,"Offensive_zone","RPI","",14,8
2,2,0.006759491,"Opponent_breakout","RPI","",14,9
2,2,0.006796759,"NZ_offense","RPI","",14,10
2,2,0.006833333,"Entry","RPI","",14,11
2,2,0.006845486,"Offensive_zone","RPI","",14,12
2,2,0.006911574,"NZ_offense","RPI","",14,13
2,2,0.006945718,"Forecheck","RPI","",14,14
2,2,0.006948958,"Entry","RPI","",14,15
2,2,0.006960648,"NZ_forecheck","RPI","",14,16
2,2,0.007015972,"Opponent_entry","RPI","",14,17
2,2,0.00704178,"","Qpac","",14,1
2,2,0.00705324,"Shot_against","Qpac","Qpac",14,2
2,2,0.007055208,"Goalie_touch","Qpac","",14,3
2,2,0.007064699,"Defensive_zone","Qpac","",14,4
2,2,0.0071331,"Shot_against","Qpac","Qpac",14,5
2,2,0.008292708,"Faceoff","Qpac","",14,6
2,2,0.008337731,"Defensive_zone","Qpac","",14,7
2,2,0.0083794,"","RPI","",15,1
2,2,0.008385764,"Breakout","RPI","",15,2
2,2,0.008453935,"Forecheck","RPI","",15,3
2,2,0.008461806,"Entry","RPI","",15,4
2,2,0.008512963,"Opponent_breakout","RPI","",15,5
2,2,0.00852106,"","Qpac","",15,1
2,2,0.008548264,"Opponent_entry","Qpac","",15,2
2,2,0.00859005,"","RPI","",16,1
2,2,0.008600231,"Defensive_zone","RPI","",16,2
2,2,0.008636574,"Breakout","RPI","",16,3
2,2,0.008682523,"Entry","RPI","",16,4
2,2,0.008707407,"Opponent_breakout","RPI","",16,5
2,2,0.008732176,"Opponent_entry","RPI","",16,6
2,2,0.008764699,"NZ_forecheck","RPI","",16,7
2,2,0.00876644,"","Qpac","",16,1
2,2,0.008784954,"Opponent_entry","Qpac","",16,2
2,2,0.008789815,"Defensive_zone","Qpac","",16,3
2,2,0.008892361,"Breakout","Qpac","",16,4
2,2,0.00889965,"","RPI","",17,1
2,2,0.008927662,"Entry","RPI","",17,2
2,2,0.008936111,"Offensive_zone","RPI","",17,3
2,2,0.00897373,"","Qpac","",17,1
2,2,0.009339468,"Faceoff","Qpac","",17,2
2,2,0.00938785,"","Qpac","",17,3
2,2,0.009446644,"Offensive_zone","Qpac","",17,4
2,2,0.00946921,"","RPI","",18,1
2,2,0.009493171,"Giveaway","RPI","RPI",18,2
2,2,0.00950278,"","Qpac","",18,1
2,2,0.009508565,"Opponent_breakout","Qpac","",18,2
2,2,0.00952662,"Shot_against","Qpac","Qpac",18,3
2,2,0.009528819,"Opponent_forecheck","Qpac","",18,4
2,2,0.009530324,"Opponent_entry","Qpac","",18,5
2,2,0.00963542,"Shot_against","Qpac","Qpac",18,6
2,2,0.00965741,"Shot_against","Qpac","Qpac",18,7
2,2,0.009865278,"Faceoff","Qpac","",18,8
2,2,0.00991192,"","Qpac","",18,9
2,2,0.009953704,"Takeaway","Qpac","Qpac",18,10
2,2,0.0099787,"","RPI","",19,1
2,2,0.010098727,"Offensive_zone","RPI","",19,2
2,2,0.01011887,"","Qpac","",19,1
2,2,0.010141667,"Opponent_breakout","Qpac","",19,2
2,2,0.010177315,"Opponent_forecheck","Qpac","",19,3
2,2,0.010185995,"Goalie_touch","Qpac","",19,4
2,2,0.0101963,"","RPI","",20,1
2,2,0.010200579,"Breakout","RPI","",20,2
2,2,0.010221181,"Forecheck","RPI","",20,3
2,2,0.010224884,"Entry","RPI","",20,4
2,2,0.01024676,"","Qpac","",20,1
2,2,0.010267361,"Opponent_breakout","Qpac","",20,2
2,2,0.010273148,"Opponent_entry","Qpac","",20,3
2,2,0.010284144,"Defensive_zone","Qpac","",20,4
2,2,0.01031308,"","RPI","",21,1
2,2,0.010330787,"Breakout","RPI","",21,2
2,2,0.01033819,"","Qpac","",21,1
2,2,0.010339352,"NZ_forecheck","Qpac","",21,2
2,2,0.010363426,"Opponent_forecheck","Qpac","",21,3
2,2,0.010374074,"Goalie_touch","Qpac","",21,4
2,2,0.010376273,"Opponent_entry","Qpac","",21,5
2,2,0.01040637,"","RPI","",22,1
2,2,0.010433218,"Defensive_zone","RPI","",22,2
2,2,0.0104338,"","Qpac","",22,1
2,2,0.01047431,"","RPI","",23,1
2,2,0.01049884,"Shot_for","RPI","RPI",23,2
2,2,0.01049919,"Breakout","RPI","",23,3
2,2,0.01052188,"","Qpac","",23,1
2,2,0.010525926,"Opponent_forecheck","Qpac","",23,2
2,2,0.010532639,"Opponent_entry","Qpac","",23,3
2,2,0.01058345,"","RPI","",24,1
2,2,0.010606366,"Giveaway","RPI","RPI",24,2
2,2,0.010718866,"Breakout","RPI","",24,3
2,2,0.010742361,"Forecheck","RPI","",24,4
2,2,0.010745486,"Entry","RPI","",24,5
2,2,0.01158912,"Shot_for","RPI","RPI",24,6
2,2,0.012261458,"Faceoff","RPI","",24,7
2,2,0.012316319,"Defensive_zone","RPI","",24,8
