Time,Event,Poss,EventPoss
0.00126956,1,,1
0.00418912,1,,1
0.00489375,1,,1
0.00797222,1,,1
0.00850382,1,,1
0.0086765,1,,1
0.01740278,1,,1
0.01763762,1,,1
0.0177397,1,,1
0.01836736,1,,1
0.01848391,1,,1
0.01893218,1,,1
0.01939236,1,,1
0.01997407,1,,1
0.02028553,1,,1
0.02094468,1,,1
0.02429132,1,,1
