Time,Event,Poss,EventPoss
0.00109444,2,,2
0.0011419,2,,2
0.00303773,2,,2
0.00507847,2,,2
0.00525914,2,,2
0.00668275,2,,2
0.00698623,2,,2
0.00825914,2,,2
0.01145532,2,,2
0.01358565,2,,2
0.01361863,2,,2
0.02218125,2,,2
0.02220301,2,,2
0.02389861,2,,2
0.02390949,2,,2
