Time,Event,Poss,EventPoss
0.00226829,1,,1
0.0022956,1,,1
0.0032294,1,,1
0.0033375,1,,1
0.00376435,1,,1
0.00390359,1,,1
0.00476991,1,,1
0.00668287,1,,1
0.00687731,1,,1
0.00896019,1,,1
0.01389144,1,,1
0.014264,1,,1
0.0197956,1,,1
0.0214588,1,,1
0.02161181,1,,1
0.0223897,1,,1
0.02324664,1,,1
0.02332361,1,,1
0.0233441,1,,1
