Time,Event,Poss,EventPoss
0.00154109,2,,2
0.00160938,2,,2
0.00500324,2,,2
0.00709433,2,,2
0.00711771,2,,2
0.008836,2,,2
0.00886563,2,,2
0.01030243,2,,2
0.01045405,2,,2
0.01254653,2,,2
0.01380162,2,,2
0.01451713,2,,2
0.01569537,2,,2
0.01582604,2,,2
0.01633194,2,,2
0.01675231,2,,2
0.01677454,2,,2
0.01740729,2,,2
0.01751377,2,,2
0.02172454,2,,2
0.02496713,2,,2
